reporting_week,reporting_date,product_pillar,product_group,gross_revenue_actual,net_revenue_actual,gross_revenue_budget,net_revenue_budget,gross_revenue_2_10_forecast,net_revenue_2_10_forecast
2024-04-01,2024-04-01,Money Management,issuing,238472.2755,130312.2729,,,,
2025-02-24,2025-02-25,Money Management,issuing,549346.4717,288830.5804,,,,
2025-05-26,2025-05-31,Money Management,issuing,593236.148,307899.2881,,,,
2026-01-26,2026-01-28,Money Management,issuing,646484.7588,284476.4044,512789.6476,229937.1,,
2026-08-31,2026-09-04,Money Management,issuing,,,772610.9592,358263.7727,769443.2351,362890.7842
2025-12-15,2025-12-17,Money Management,issuing,746573.8277,340528.8528,,,,
2023-08-07,2023-08-10,Money Management,issuing,359968.3493,247445.6104,,,,
2023-10-09,2023-10-12,Money Management,issuing,358663.6876,193625.5799,,,,
2026-10-12,2026-10-13,Money Management,issuing,,,779834.9848,346858.4398,758056.5958,357281.1479
2024-01-22,2024-01-26,Money Management,issuing,401186.001,229820.7282,,,,
2024-01-01,2024-01-07,Money Management,issuing,259477.8901,148642.7679,,,,
2024-01-01,2024-01-02,Money Management,issuing,346125.9404,198279.3903,,,,
2025-11-24,2025-11-25,Money Management,issuing,687661.7352,344693.1834,,,,
2025-11-10,2025-11-10,Money Management,issuing,522224.3994,261767.06,,,,
2024-08-05,2024-08-10,Money Management,issuing,470715.4023,219452.5332,,,,
2024-04-29,2024-05-01,Money Management,issuing,461906.8184,220351.4577,,,,
2024-12-09,2024-12-11,Money Management,issuing,529017.4055,239393.0054,,,,
2025-01-27,2025-01-29,Money Management,issuing,447129.1531,146952.971,,,,
2025-02-17,2025-02-22,Money Management,issuing,577033.3711,303387.5561,,,,
2025-02-03,2025-02-09,Money Management,issuing,432955.761,227635.6911,,,,
2025-02-03,2025-02-03,Money Management,issuing,498475.3503,262084.0074,,,,
2026-03-16,2026-03-17,Money Management,issuing,724456.3045,341244.8262,655763.2224,292696.8311,651627.3953,303286.0682
2026-01-19,2026-01-23,Money Management,issuing,716857.7442,315443.0337,571829.6582,256410.8966,,
2026-11-02,2026-11-08,Money Management,issuing,,,793058.5507,367772.1913,766085.2994,343187.0813
2026-02-23,2026-02-26,Money Management,issuing,741752.6075,348248.2235,669147.0336,303565.8624,,
2026-02-16,2026-02-22,Money Management,issuing,503202.3423,236250.3616,536537.4262,243406.0652,,
2026-10-12,2026-10-14,Money Management,issuing,,,765718.1217,340579.4792,744333.9732,350813.5116
2024-01-08,2024-01-14,Money Management,issuing,257424.1005,147466.2478,,,,
2024-03-25,2024-03-27,Money Management,issuing,392234.4899,197999.316,,,,
2024-03-25,2024-03-26,Money Management,issuing,352355.5507,177868.494,,,,
2024-02-26,2024-03-02,Money Management,issuing,561957.7402,283675.3296,,,,
2023-02-20,2023-02-26,Money Management,issuing,230185.7391,83661.97794,,,,
2024-12-16,2024-12-17,Money Management,issuing,518594.6637,234676.4659,,,,
2024-05-27,2024-06-01,Money Management,issuing,456515.3334,232067.6361,,,,
2023-01-23,2023-01-25,Money Management,issuing,246450.8159,91553.48487,,,,
2023-01-02,2023-01-02,Money Management,issuing,182968.4207,67970.54608,,,,
2024-04-15,2024-04-18,Money Management,issuing,429528.8875,234714.4359,,,,
2024-04-01,2024-04-06,Money Management,issuing,448570.5393,245119.6745,,,,
2024-04-01,2024-04-04,Money Management,issuing,439047.9676,239916.1012,,,,
2023-12-04,2023-12-07,Money Management,issuing,383356.8167,126808.9526,,,,
2026-03-23,2026-03-23,Money Management,issuing,548280.4472,258259.6973,645674.5574,288193.8029,641602.3584,298620.1286
2026-11-16,2026-11-19,Money Management,issuing,,,843387.7456,391111.8025,814702.714,364966.4688
2026-02-02,2026-02-07,Money Management,issuing,774757.013,363743.586,690580.6495,313289.4564,,
2024-01-01,2024-01-03,Money Management,issuing,371794.8602,212983.916,,,,
2025-11-24,2025-11-29,Money Management,issuing,679273.9578,340488.7766,,,,
2025-06-16,2025-06-20,Money Management,issuing,567259.9265,234180.5512,,,,
2025-06-02,2025-06-02,Money Management,issuing,734331.315,303152.2307,,,,
2024-08-19,2024-08-23,Money Management,issuing,464318.6968,216470.321,,,,
2023-09-25,2023-09-28,Money Management,issuing,328216.7566,116111.3348,,,,
2023-07-31,2023-07-31,Money Management,issuing,226033.5624,138485.9649,,,,
2023-07-24,2023-07-28,Money Management,issuing,342154.8283,209630.9992,,,,
2026-06-15,2026-06-17,Money Management,issuing,,,659258.728,297361.6875,657228.6903,304783.7887
2023-12-04,2023-12-08,Money Management,issuing,366889.0116,121361.6382,,,,
2026-07-27,2026-07-27,Money Management,issuing,,,616067.4353,279921.6899,610454.4645,284875.8455
2026-01-19,2026-01-21,Money Management,issuing,630412.066,277403.8451,556938.2609,249733.5295,,
2026-04-13,2026-04-17,Money Management,issuing,698793.1078,336431.1767,628775.1935,281868.8069,622306.413,292742.057
2024-10-21,2024-10-26,Money Management,issuing,500039.8591,195227.3384,,,,
2023-06-12,2023-06-12,Money Management,issuing,205381.0655,111468.1991,,,,
2026-05-04,2026-05-08,Money Management,issuing,,,644069.4488,284502.5728,632170.1747,295285.9516
2025-11-24,2025-11-28,Money Management,issuing,447543.1903,224332.8065,,,,
2025-06-30,2025-06-30,Money Management,issuing,426176.631,175937.4736,,,,
2024-05-20,2024-05-21,Money Management,issuing,398537.4045,190121.242,,,,
2023-01-23,2023-01-29,Money Management,issuing,172246.017,63987.30333,,,,
2025-02-17,2025-02-20,Money Management,issuing,568348.0572,298821.0678,,,,
2025-02-03,2025-02-07,Money Management,issuing,607514.8626,319413.8479,,,,
2024-09-02,2024-09-06,Money Management,issuing,480421.8882,216230.5189,,,,
2023-12-25,2023-12-31,Money Management,issuing,193074.8943,63866.41386,,,,
2025-03-10,2025-03-13,Money Management,issuing,544967.7611,227347.8244,,,,
2026-02-23,2026-02-23,Money Management,issuing,541222.9372,254100.7938,480426.6593,217950.8028,,
2023-08-07,2023-08-13,Money Management,issuing,240508.2413,165327.6147,,,,
2026-04-06,2026-04-09,Money Management,issuing,687221.5568,330860.0992,618363.0928,277201.2462,612001.431,287894.4425
2026-10-05,2026-10-10,Money Management,issuing,,,806121.5573,358550.2973,783609.0653,369324.3326
2024-01-29,2024-02-04,Money Management,issuing,274910.6435,146017.4946,,,,
2023-11-13,2023-11-17,Money Management,issuing,409742.4273,206559.5679,,,,
2023-01-30,2023-02-02,Money Management,issuing,373553.584,135769.626,,,,
2024-12-09,2024-12-14,Money Management,issuing,548832.7829,248359.9368,,,,
2024-06-03,2024-06-05,Money Management,issuing,463696.555,235718.1797,,,,
2023-04-17,2023-04-22,Money Management,issuing,344640.2217,183079.8928,,,,
2023-01-16,2023-01-17,Money Management,issuing,193461.4438,71868.57674,,,,
2024-09-02,2024-09-07,Money Management,issuing,460352.6869,207197.6794,,,,
2025-08-04,2025-08-04,Money Management,issuing,471647.878,206295.3984,,,,
2023-12-11,2023-12-11,Money Management,issuing,258306.1914,85443.99409,,,,
2025-12-08,2025-12-14,Money Management,issuing,527923.3932,240797.5485,,,,
2026-11-09,2026-11-14,Money Management,issuing,,,808506.1254,374935.8344,781007.4762,349871.8438
2026-02-16,2026-02-20,Money Management,issuing,740057.6988,347452.4744,654335.1852,296846.3056,,
2026-02-09,2026-02-10,Money Management,issuing,651968.1769,306094.9932,554137.3872,251390.4798,,
2023-08-21,2023-08-26,Money Management,issuing,368988.5551,253646.1842,,,,
2023-08-14,2023-08-18,Money Management,issuing,369455.4952,253967.1632,,,,
2024-03-04,2024-03-07,Money Management,issuing,415616.3997,209802.4651,,,,
2026-12-21,2026-12-22,Money Management,issuing,,,858863.4074,397488.3763,813167.8106,384463.8784
2024-02-05,2024-02-09,Money Management,issuing,410527.7726,218049.8945,,,,
2023-04-03,2023-04-05,Money Management,issuing,340569.2699,180917.3204,,,,
2025-02-03,2025-02-08,Money Management,issuing,603855.1243,317489.6628,,,,
2024-09-02,2024-09-05,Money Management,issuing,497208.747,223786.0264,,,,
2023-12-18,2023-12-19,Money Management,issuing,333739.5911,110396.2839,,,,
2023-03-13,2023-03-15,Money Management,issuing,311745.9393,149355.6323,,,,
2026-09-14,2026-09-14,Money Management,issuing,,,727334.657,337268.9128,724352.5669,341624.7736
2025-12-15,2025-12-20,Money Management,issuing,745176.8867,339891.6771,,,,
2026-11-16,2026-11-22,Money Management,issuing,,,783341.5279,363266.0287,756698.7689,338982.15
2025-07-07,2025-07-13,Money Management,issuing,445239.8226,201418.0715,,,,
2024-10-14,2024-10-18,Money Management,issuing,515631.0002,201314.4871,,,,
2025-11-10,2025-11-16,Money Management,issuing,515390.3732,258341.4771,,,,
2025-10-06,2025-10-09,Money Management,issuing,666466.9908,283852.3653,,,,
2023-04-10,2023-04-10,Money Management,issuing,164455.7194,87362.22172,,,,
2025-05-12,2025-05-18,Money Management,issuing,385659.1254,200163.4097,,,,
2023-12-18,2023-12-22,Money Management,issuing,362526.5362,119918.5937,,,,
2023-03-27,2023-03-31,Money Management,issuing,321819.3657,154181.7512,,,,
2026-03-16,2026-03-18,Money Management,issuing,765346.8305,360505.7262,630838.2854,281571.7026,626859.6572,291758.4529
2025-12-22,2025-12-22,Money Management,issuing,570148.329,260057.2765,,,,
2023-08-07,2023-08-11,Money Management,issuing,381447.5504,262210.6141,,,,
2025-09-08,2025-09-13,Money Management,issuing,610105.384,264053.3652,,,,
2026-04-20,2026-04-21,Money Management,issuing,680150.0534,327455.5519,612000.1423,274348.8479,605703.942,284932.0114
2023-10-02,2023-10-08,Money Management,issuing,240656.6401,129919.1502,,,,
2023-06-19,2023-06-19,Money Management,issuing,190691.7122,103495.7224,,,,
2024-03-04,2024-03-04,Money Management,issuing,283516.4257,143118.6186,,,,
2024-08-19,2024-08-20,Money Management,issuing,421098.7514,196320.7222,,,,
2024-02-19,2024-02-22,Money Management,issuing,395369.2114,209998.4961,,,,
2024-02-05,2024-02-08,Money Management,issuing,406550.6878,215937.4846,,,,
2024-12-16,2024-12-21,Money Management,issuing,569057.3024,257512.0147,,,,
2025-10-13,2025-10-16,Money Management,issuing,678751.6208,289084.4644,,,,
2025-10-13,2025-10-13,Money Management,issuing,404872.1487,172437.523,,,,
2025-12-29,2025-12-31,Money Management,issuing,595415.3712,271582.134,,,,
2023-08-21,2023-08-21,Money Management,issuing,238171.5399,163721.3443,,,,
2025-09-15,2025-09-17,Money Management,issuing,625631.4666,270773.0475,,,,
2025-04-07,2025-04-13,Money Management,issuing,390745.0628,176179.9844,,,,
2024-09-30,2024-10-06,Money Management,issuing,352366.2625,137572.0881,,,,
2025-11-17,2025-11-19,Money Management,issuing,719208.0126,360505.8806,,,,
2024-03-04,2024-03-09,Money Management,issuing,425609.6449,214847.0385,,,,
2024-03-04,2024-03-05,Money Management,issuing,383624.789,193653.1533,,,,
2025-06-23,2025-06-28,Money Management,issuing,563101.6547,232463.9018,,,,
2025-06-02,2025-06-06,Money Management,issuing,619495.0137,255744.6366,,,,
2023-07-24,2023-07-24,Money Management,issuing,208575.1513,127789.5671,,,,
2023-02-06,2023-02-12,Money Management,issuing,202841.3293,73723.53686,,,,
2023-01-23,2023-01-27,Money Management,issuing,249400.1521,92649.12746,,,,
2024-04-01,2024-04-03,Money Management,issuing,575724.82,314602.6502,,,,
2026-06-22,2026-06-24,Money Management,issuing,,,623071.2664,281039.1661,621152.6597,288053.8598
2026-07-27,2026-07-29,Money Management,issuing,,,636922.2223,289397.45,631119.2443,294519.311
2026-06-29,2026-07-02,Money Management,issuing,,,975067.6989,443040.1323,966183.8882,450881.2172
2025-12-08,2025-12-09,Money Management,issuing,688479.9797,314030.9624,,,,
2023-07-31,2023-08-03,Money Management,issuing,487135.1209,334861.2386,,,,
2025-07-21,2025-07-21,Money Management,issuing,438696.295,198457.9034,,,,
2023-02-06,2023-02-11,Money Management,issuing,315582.7533,114699.883,,,,
2024-12-02,2024-12-03,Money Management,issuing,621078.8683,281053.0152,,,,
2025-10-06,2025-10-11,Money Management,issuing,631961.9832,269156.4717,,,,
2024-06-17,2024-06-21,Money Management,issuing,437480.0961,222391.1539,,,,
2023-12-25,2023-12-30,Money Management,issuing,277054.0536,91645.51877,,,,
2023-03-06,2023-03-09,Money Management,issuing,299602.5741,143537.818,,,,
2026-09-07,2026-09-08,Money Management,issuing,,,713437.9701,330824.9458,710512.8568,335097.5822
2026-11-23,2026-11-24,Money Management,issuing,,,767893.9533,356102.3857,741776.5921,332297.3875
2026-04-20,2026-04-26,Money Management,issuing,,,666181.6294,298637.4511,659328.015,310157.5612
2025-04-21,2025-04-26,Money Management,issuing,530284.8092,239095.969,,,,
2026-09-28,2026-10-02,Money Management,issuing,,,1115232.179,496037.8811,1084087.179,510943.2645
2024-07-29,2024-08-03,Money Management,issuing,616840.0082,287577.3806,,,,
2024-05-13,2024-05-17,Money Management,issuing,465281.5376,221961.3587,,,,
2023-09-11,2023-09-16,Money Management,issuing,351123.7943,124215.0244,,,,
2025-10-20,2025-10-23,Money Management,issuing,663530.781,282601.8156,,,,
2023-04-10,2023-04-15,Money Management,issuing,333158.1618,176980.389,,,,
2025-08-18,2025-08-19,Money Management,issuing,556800.6376,243540.6046,,,,
2023-05-22,2023-05-26,Money Management,issuing,291605.7205,152224.7657,,,,
2026-09-21,2026-09-23,Money Management,issuing,,,706041.3465,327395.0925,703146.5595,331623.432
2023-08-28,2023-08-29,Money Management,issuing,313022.5405,215174.6223,,,,
2024-10-07,2024-10-11,Money Management,issuing,508977.1552,198716.6693,,,,
2023-06-05,2023-06-09,Money Management,issuing,318746.9638,172996.2299,,,,
2024-01-15,2024-01-17,Money Management,issuing,349736.2119,200347.5463,,,,
2024-03-25,2024-03-25,Money Management,issuing,259657.2451,131074.5441,,,,
2025-06-09,2025-06-12,Money Management,issuing,584455.7095,241279.4449,,,,
2024-08-26,2024-08-31,Money Management,issuing,472883.5871,220463.364,,,,
2024-02-05,2024-02-05,Money Management,issuing,266210.2147,141396.3027,,,,
2023-07-24,2023-07-25,Money Management,issuing,294046.8327,180156.2517,,,,
2023-06-26,2023-07-01,Money Management,issuing,354527.2655,217211.3288,,,,
2023-04-24,2023-04-29,Money Management,issuing,375552.5351,199501.1421,,,,
2025-01-20,2025-01-23,Money Management,issuing,435207.0784,143034.6752,,,,
2024-09-16,2024-09-20,Money Management,issuing,480959.8147,216472.6313,,,,
2026-07-13,2026-07-16,Money Management,issuing,,,704806.6824,320242.0162,698385.2112,325909.7755
2026-08-31,2026-09-01,Money Management,issuing,,,683627.3355,317001.5975,680824.4465,321095.704
2025-11-03,2025-11-08,Money Management,issuing,710872.7675,356327.8058,,,,
2025-06-02,2025-06-03,Money Management,issuing,612766.1947,252966.7944,,,,
2024-05-13,2024-05-15,Money Management,issuing,459782.357,219337.9888,,,,
2024-01-29,2024-02-03,Money Management,issuing,509853.6032,270806.342,,,,
2023-11-13,2023-11-16,Money Management,issuing,391249.2678,197236.7867,,,,
2024-12-16,2024-12-18,Money Management,issuing,542287.8194,245398.1845,,,,
2025-05-26,2025-05-29,Money Management,issuing,611583.1568,317421.6865,,,,
2023-05-29,2023-05-30,Money Management,issuing,157220.0754,82072.42676,,,,
2023-05-01,2023-05-07,Money Management,issuing,202443.8776,105680.2719,,,,
2023-05-01,2023-05-03,Money Management,issuing,397797.4496,207659.2444,,,,
2023-03-13,2023-03-16,Money Management,issuing,327069.4131,156697.0178,,,,
2025-12-29,2026-01-03,Money Management,issuing,555861.0844,244598.7481,696917.396,312500.7803,,
2025-07-14,2025-07-20,Money Management,issuing,437792.4111,198049.0035,,,,
2024-10-07,2024-10-08,Money Management,issuing,477374.3564,186378.1923,,,,
2024-11-04,2024-11-09,Money Management,issuing,487612.8519,254476.4464,,,,
2023-09-18,2023-09-20,Money Management,issuing,331055.3557,117115.5295,,,,
2024-07-22,2024-07-27,Money Management,issuing,458958.3428,225297.5861,,,,
2024-07-22,2024-07-22,Money Management,issuing,341796.7152,167784.2359,,,,
2023-11-06,2023-11-12,Money Management,issuing,245801.017,123913.338,,,,
2023-07-03,2023-07-07,Money Management,issuing,351870.3735,215583.5075,,,,
2025-02-17,2025-02-19,Money Management,issuing,561691.5508,295321.2681,,,,
2025-05-19,2025-05-22,Money Management,issuing,593342.6097,307954.5434,,,,
2023-03-27,2023-03-29,Money Management,issuing,308141.0323,147628.5428,,,,
2026-08-17,2026-08-23,Money Management,issuing,,,706220.5824,322997.1494,704056.8442,329503.6397
2025-12-01,2025-12-07,Money Management,issuing,529877.1767,241688.7124,,,,
2025-09-29,2025-09-29,Money Management,issuing,464812.0277,201170.459,,,,
2025-04-21,2025-04-27,Money Management,issuing,370824.9139,167198.3443,,,,
2024-11-25,2024-11-25,Money Management,issuing,401492.3743,209531.7059,,,,
2024-11-04,2024-11-05,Money Management,issuing,470820.2448,245712.6844,,,,
2023-05-29,2023-06-03,Money Management,issuing,454051.074,246430.9716,,,,
2026-10-19,2026-10-24,Money Management,issuing,,,798332.9432,355086.0432,776037.9632,365755.9816
2025-11-17,2025-11-22,Money Management,issuing,726628.4624,364225.4106,,,,
2024-03-11,2024-03-16,Money Management,issuing,405975.6774,204935.8445,,,,
2026-11-30,2026-12-01,Money Management,issuing,,,880499.3159,407501.6358,833652.5864,394149.0335
2024-02-19,2024-02-25,Money Management,issuing,265436.4502,140985.3214,,,,
2024-02-19,2024-02-23,Money Management,issuing,401061.5831,213021.9725,,,,
2024-07-29,2024-07-29,Money Management,issuing,323615.3544,158859.2065,,,,
2023-10-30,2023-11-01,Money Management,issuing,330015.2482,166367.4605,,,,
2023-01-30,2023-02-04,Money Management,issuing,312407.0873,113545.6738,,,,
2025-10-06,2025-10-06,Money Management,issuing,480085.2685,204471.2505,,,,
2023-04-17,2023-04-20,Money Management,issuing,344184.8778,182838.0048,,,,
2026-06-01,2026-06-06,Money Management,issuing,,,704745.7607,317878.8232,702575.656,325813.0289
2026-01-19,2026-01-24,Money Management,issuing,671288.6026,295390.9824,574632.7448,257667.8128,,
2025-03-24,2025-03-28,Money Management,issuing,553276.34,230813.9695,,,,
2025-03-24,2025-03-26,Money Management,issuing,547293.4413,228318.0438,,,,
2026-09-14,2026-09-17,Money Management,issuing,,,730920.8987,338931.872,727924.1049,343309.2101
2026-03-30,2026-04-05,Money Management,issuing,744222.1599,358302.814,669652.3296,300193.3046,662763.009,311773.4327
2024-10-21,2024-10-24,Money Management,issuing,510880.6215,199459.8274,,,,
2023-09-18,2023-09-23,Money Management,issuing,344814.6014,121983.0579,,,,
2023-09-18,2023-09-21,Money Management,issuing,319344.7073,112972.7215,,,,
2024-02-19,2024-02-20,Money Management,issuing,312489.0362,165977.081,,,,
2023-02-20,2023-02-20,Money Management,issuing,195685.0997,71122.57499,,,,
2024-06-24,2024-06-30,Money Management,issuing,324558.9823,164988.1839,,,,
2024-04-01,2024-04-05,Money Management,issuing,453700.0846,247922.6951,,,,
2025-05-26,2025-05-28,Money Management,issuing,542882.3145,281764.8228,,,,
2023-05-15,2023-05-21,Money Management,issuing,187858.2031,98066.22074,,,,
2023-12-25,2023-12-26,Money Management,issuing,101288.5997,33504.82026,,,,
2025-03-10,2025-03-16,Money Management,issuing,389368.158,162435.3034,,,,
2026-08-03,2026-08-08,Money Management,issuing,,,677011.0914,309637.8923,674936.846,315875.2722
2026-01-26,2026-02-01,Money Management,issuing,521092.0729,244649.4786,557448.271,252892.4984,,
2025-09-15,2025-09-18,Money Management,issuing,614025.158,265749.8419,,,,
2023-10-02,2023-10-04,Money Management,issuing,356913.187,192680.5674,,,,
2026-05-25,2026-05-27,Money Management,issuing,,,595903.1813,263226.2538,584893.7858,273203.2055
2024-01-29,2024-01-31,Money Management,issuing,398481.6827,228271.5505,,,,
2026-12-14,2026-12-18,Money Management,issuing,,,873378.6371,404206.1327,826910.7614,390961.5141
2025-01-13,2025-01-15,Money Management,issuing,452453.3713,148702.8227,,,,
2023-01-23,2023-01-28,Money Management,issuing,262948.9256,97682.33228,,,,
2023-02-27,2023-03-03,Money Management,issuing,420520.9908,201469.115,,,,
2026-01-12,2026-01-14,Money Management,issuing,664182.7647,292264.1597,551156.8949,247141.14,,
2026-01-12,2026-01-13,Money Management,issuing,624570.0895,274833.1666,561318.0836,251697.461,,
2026-08-17,2026-08-19,Money Management,issuing,,,679391.124,310726.4244,677309.5866,316985.7318
2026-08-03,2026-08-06,Money Management,issuing,,,686963.955,314189.9355,684859.2158,320519.0123
2025-07-28,2025-07-31,Money Management,issuing,603847.8801,273169.3558,,,,
2024-10-07,2024-10-09,Money Management,issuing,518474.354,202424.5994,,,,
2023-06-12,2023-06-18,Money Management,issuing,214143.739,116224.0388,,,,
2026-12-21,2026-12-27,Money Management,issuing,,,792860.1927,366941.5974,750676.2792,354918.0255
2024-07-08,2024-07-14,Money Management,issuing,317173.6091,155697.0248,,,,
2025-01-20,2025-01-26,Money Management,issuing,345959.0225,113702.5082,,,,
2023-01-09,2023-01-09,Money Management,issuing,167271.9791,62139.50868,,,,
2026-03-09,2026-03-15,Money Management,issuing,524086.7601,246863.6055,625695.0445,279276.0412,621748.8541,289379.7386
2026-08-24,2026-08-30,Money Management,issuing,,,658836.297,301325.4657,656817.7361,307395.3992
2026-08-17,2026-08-17,Money Management,issuing,,,717255.279,328043.9799,715057.7324,334652.1341
2026-11-23,2026-11-28,Money Management,issuing,,,776614.3583,360146.3777,750200.4016,336071.0438
2025-07-21,2025-07-24,Money Management,issuing,570216.8926,257955.3333,,,,
2023-10-23,2023-10-29,Money Management,issuing,228634.2433,123428.8262,,,,
2023-10-16,2023-10-22,Money Management,issuing,236916.7943,127900.1842,,,,
2025-04-21,2025-04-23,Money Management,issuing,565402.5861,254929.9487,,,,
2026-10-26,2026-10-30,Money Management,issuing,,,741135.3086,329645.4273,720437.6823,339550.9037
2025-11-03,2025-11-05,Money Management,issuing,735357.4812,368600.8661,,,,
2026-12-14,2026-12-19,Money Management,issuing,,,859958.8964,397995.3768,814205.0144,384954.266
2026-12-07,2026-12-07,Money Management,issuing,,,876938.9765,405853.8842,830281.6739,392555.2738
2023-09-04,2023-09-04,Money Management,issuing,219768.1035,77746.08498,,,,
2023-11-06,2023-11-10,Money Management,issuing,391044.7532,197133.6866,,,,
2023-10-30,2023-11-05,Money Management,issuing,244329.5346,123171.5335,,,,
2024-12-02,2024-12-05,Money Management,issuing,595700.1195,269568.5255,,,,
2025-10-20,2025-10-26,Money Management,issuing,451618.7195,192347.1733,,,,
2024-06-24,2024-06-29,Money Management,issuing,490041.8743,249110.7112,,,,
2024-09-23,2024-09-29,Money Management,issuing,322418.7876,145115.7481,,,,
2026-08-03,2026-08-07,Money Management,issuing,,,692805.8532,316861.7869,690683.2154,323244.6857
2025-12-08,2025-12-13,Money Management,issuing,756685.5958,345141.0541,,,,
2025-12-08,2025-12-08,Money Management,issuing,566927.6484,258588.2528,,,,
2024-11-04,2024-11-07,Money Management,issuing,471759.7195,246202.9795,,,,
2023-06-05,2023-06-06,Money Management,issuing,284784.0799,154563.2673,,,,
2026-10-19,2026-10-25,Money Management,issuing,,,740891.9144,329537.1694,720201.0854,339439.3927
2024-05-06,2024-05-07,Money Management,issuing,398684.7545,190191.535,,,,
2024-02-12,2024-02-13,Money Management,issuing,338551.4807,179820.0257,,,,
2023-07-17,2023-07-19,Money Management,issuing,339045.0977,207725.7333,,,,
2023-07-17,2023-07-17,Money Management,issuing,219225.7461,134314.9604,,,,
2023-02-06,2023-02-07,Money Management,issuing,264436.6648,96110.62138,,,,
2023-04-24,2023-04-27,Money Management,issuing,342054.6867,181706.404,,,,
2023-01-09,2023-01-10,Money Management,issuing,253800.3986,94283.76559,,,,
2025-02-17,2025-02-17,Money Management,issuing,379318.8667,199434.9542,,,,
2023-03-06,2023-03-12,Money Management,issuing,222219.9449,106464.2589,,,,
2026-03-09,2026-03-10,Money Management,issuing,731210.8307,344426.4496,655169.7715,292431.947,651037.6872,303011.6011
2026-08-03,2026-08-09,Money Management,issuing,,,709466.0814,324481.5113,707292.3995,331017.9027
2026-11-09,2026-11-09,Money Management,issuing,,,799038.257,370545.2144,771861.6259,345774.7313
2023-07-31,2023-08-06,Money Management,issuing,241652.4751,166114.1717,,,,
2026-03-30,2026-04-02,Money Management,issuing,971153.1324,467557.8328,873845.1938,391729.3569,864855.156,406840.5405
2023-10-02,2023-10-02,Money Management,issuing,361922.8052,195385.0235,,,,
2025-03-31,2025-04-05,Money Management,issuing,574126.9051,258863.5887,,,,
2024-10-14,2024-10-14,Money Management,issuing,311301.1109,121539.2857,,,,
2023-06-26,2023-06-29,Money Management,issuing,302765.5405,164322.4971,,,,
2024-02-26,2024-03-01,Money Management,issuing,450437.3569,227380.0261,,,,
2024-08-26,2024-08-28,Money Management,issuing,457108.485,213108.8434,,,,
2023-09-25,2023-09-25,Money Management,issuing,216760.2708,76682.02146,,,,
2024-11-25,2024-12-01,Money Management,issuing,428486.2089,193900.239,,,,
2025-10-20,2025-10-24,Money Management,issuing,661752.6891,281844.5154,,,,
2025-01-20,2025-01-20,Money Management,issuing,293959.0533,96612.25609,,,,
2025-01-06,2025-01-10,Money Management,issuing,471080.5808,154824.8207,,,,
2025-02-10,2025-02-15,Money Management,issuing,586587.8393,308411.0207,,,,
2024-08-26,2024-09-01,Money Management,issuing,312655.8752,140721.6111,,,,
2026-03-16,2026-03-21,Money Management,issuing,755903.7522,356057.6986,628860.1158,280688.7559,624893.9636,290843.5628
2026-09-28,2026-09-30,Money Management,issuing,,,725541.5361,336437.4332,722566.7978,340782.5554
2025-12-22,2025-12-25,Money Management,issuing,537487.0082,245159.725,,,,
2025-09-01,2025-09-05,Money Management,issuing,642457.7124,278055.44,,,,
2023-10-16,2023-10-18,Money Management,issuing,339205.5988,183121.0771,,,,
2023-06-12,2023-06-13,Money Management,issuing,273837.7196,148622.2567,,,,
2025-06-16,2025-06-17,Money Management,issuing,535700.5678,221151.977,,,,
2024-05-20,2024-05-20,Money Management,issuing,280286.21,133709.8144,,,,
2024-06-24,2024-06-27,Money Management,issuing,457011.437,232319.8283,,,,
2025-01-13,2025-01-17,Money Management,issuing,484861.9964,159354.2054,,,,
2025-08-25,2025-08-31,Money Management,issuing,427910.9037,187165.1596,,,,
2026-03-23,2026-03-24,Money Management,issuing,810608.5371,381825.6086,648839.6288,289606.5176,644747.468,300083.9528
2026-01-05,2026-01-10,Money Management,issuing,674118.4321,296636.2085,580238.9179,260181.6451,,
2026-01-05,2026-01-06,Money Management,issuing,664462.9385,292387.4462,556237.4893,249419.3005,,
2025-03-17,2025-03-20,Money Management,issuing,537481.6082,224224.7762,,,,
2026-08-31,2026-09-03,Money Management,issuing,,,828870.1268,384351.4451,825471.7387,389315.3814
2025-09-08,2025-09-14,Money Management,issuing,424843.12,183871.9318,,,,
2026-04-13,2026-04-19,Money Management,issuing,725364.8176,349224.0212,652684.4618,292586.9094,645969.705,303873.6164
2025-06-30,2025-07-06,Money Management,issuing,316714.8377,143275.8001,,,,
2024-11-04,2024-11-04,Money Management,issuing,364379.057,190162.9278,,,,
2026-05-11,2026-05-16,Money Management,issuing,,,681737.94,301141.7453,669142.7352,312555.7915
2024-03-04,2024-03-06,Money Management,issuing,420778.0989,212408.0822,,,,
2024-04-29,2024-05-04,Money Management,issuing,486780.2545,232217.2662,,,,
2023-08-28,2023-09-03,Money Management,issuing,327819.4422,115970.7792,,,,
2023-02-13,2023-02-15,Money Management,issuing,292060.0826,106150.4691,,,,
2024-12-30,2025-01-05,Money Management,issuing,313683.4531,103094.8554,,,,
2026-06-29,2026-07-01,Money Management,issuing,,,684164.6993,310862.9475,677931.2965,316364.7127
2026-09-14,2026-09-16,Money Management,issuing,,,736300.2613,341426.3107,733281.412,345835.8648
2025-12-22,2025-12-26,Money Management,issuing,271232.0991,123714.9658,,,,
