reporting_week,reporting_date,product_pillar,product_group,gross_revenue_actual,net_revenue_actual,gross_revenue_budget,net_revenue_budget,gross_revenue_2_10_forecast,net_revenue_2_10_forecast
2026-10-05,2026-10-11,Money Management,issuing,,,773019.9474,343827.2174,751431.8814,354158.8407
2024-08-12,2024-08-18,Money Management,issuing,320848.246,149582.869,,,,
2023-09-11,2023-09-15,Money Management,issuing,347617.9621,122974.7866,,,,
2023-10-30,2023-11-02,Money Management,issuing,440258.0771,221943.1334,,,,
2025-02-24,2025-02-26,Money Management,issuing,596631.9436,313691.922,,,,
2025-02-10,2025-02-11,Money Management,issuing,532763.1608,280111.5523,,,,
2025-01-27,2025-02-01,Money Management,issuing,602585.9783,316822.3823,,,,
2024-09-09,2024-09-11,Money Management,issuing,475900.2264,214195.3883,,,,
2025-07-28,2025-08-03,Money Management,issuing,464784.2781,203293.309,,,,
2026-01-19,2026-01-20,Money Management,issuing,649661.1369,285874.1244,555361.5247,249026.5142,,
2025-12-22,2025-12-28,Money Management,issuing,366482.3721,167160.7243,,,,
2023-08-14,2023-08-20,Money Management,issuing,247017.2839,169801.9915,,,,
2023-08-07,2023-08-12,Money Management,issuing,369283.2502,253848.7603,,,,
2025-06-30,2025-07-04,Money Management,issuing,625526.3772,282976.2977,,,,
2024-10-14,2024-10-16,Money Management,issuing,503195.88,196459.5233,,,,
2024-11-11,2024-11-17,Money Management,issuing,366575.6063,191309.2677,,,,
2026-09-28,2026-10-04,Money Management,issuing,,,812449.8062,361365.0037,789760.5857,372223.6179
2026-05-04,2026-05-04,Money Management,issuing,,,687089.7475,303505.7807,674395.6673,315009.43
2024-08-05,2024-08-06,Money Management,issuing,419117.8231,195397.1923,,,,
2026-12-21,2026-12-26,Money Management,issuing,,,752053.226,348055.8295,712040.4362,336651.0874
2024-07-01,2024-07-04,Money Management,issuing,462760.6906,227164.1166,,,,
2023-02-13,2023-02-13,Money Management,issuing,184212.4644,66952.79729,,,,
2024-06-24,2024-06-24,Money Management,issuing,315216.4365,160238.9403,,,,
2023-04-10,2023-04-16,Money Management,issuing,245051.4329,130176.3034,,,,
2025-05-26,2025-05-26,Money Management,issuing,376772.8843,195551.3049,,,,
2024-09-23,2024-09-26,Money Management,issuing,477278.1961,214815.5913,,,,
2023-11-27,2023-12-03,Money Management,issuing,366943.9502,121379.8111,,,,
2026-03-16,2026-03-19,Money Management,issuing,751070.3081,353780.9737,621145.2544,277245.2638,617227.759,287275.4914
2025-03-03,2025-03-05,Money Management,issuing,611451.2162,255083.1694,,,,
2025-07-21,2025-07-27,Money Management,issuing,416612.0213,188467.3959,,,,
2024-04-29,2024-05-05,Money Management,issuing,312372.2366,149016.3707,,,,
2023-09-25,2023-09-27,Money Management,issuing,315688.8476,111679.4092,,,,
2024-12-16,2024-12-20,Money Management,issuing,563747.4764,255109.1917,,,,
2024-06-17,2024-06-20,Money Management,issuing,423637.137,215354.1442,,,,
2023-01-16,2023-01-16,Money Management,issuing,143312.6803,53238.92016,,,,
2023-01-09,2023-01-12,Money Management,issuing,276121.8786,102575.9243,,,,
2025-04-28,2025-05-03,Money Management,issuing,768451.0169,398838.678,,,,
2026-03-02,2026-03-05,Money Management,issuing,778607.5449,366751.9969,620353.9866,276892.0851,616441.4816,286909.5354
2026-07-06,2026-07-07,Money Management,issuing,,,681398.2479,309605.9589,675190.0502,315085.4774
2025-03-03,2025-03-04,Money Management,issuing,580707.5214,242257.6178,,,,
2025-12-15,2025-12-19,Money Management,issuing,769407.0644,350943.5976,,,,
2024-01-08,2024-01-12,Money Management,issuing,399248.4513,228710.7964,,,,
2025-11-10,2025-11-13,Money Management,issuing,708495.044,355135.9624,,,,
2025-11-03,2025-11-03,Money Management,issuing,534275.9186,267807.932,,,,
2026-12-28,2026-12-28,Money Management,issuing,,,801624.105,370997.6012,758973.9099,358841.1263
2024-07-01,2024-07-03,Money Management,issuing,620296.8328,304496.8705,,,,
2023-11-06,2023-11-07,Money Management,issuing,327818.5655,165260.0676,,,,
2023-07-17,2023-07-22,Money Management,issuing,345415.2702,211628.6027,,,,
2024-12-23,2024-12-29,Money Management,issuing,276633.2417,125183.1461,,,,
2023-04-03,2023-04-06,Money Management,issuing,336006.5222,178493.496,,,,
2024-04-08,2024-04-12,Money Management,issuing,437711.1606,239185.608,,,,
2025-05-12,2025-05-16,Money Management,issuing,609461.0723,316320.2898,,,,
2025-05-05,2025-05-10,Money Management,issuing,612466.7244,317880.2725,,,,
2026-03-02,2026-03-03,Money Management,issuing,824450.3895,388345.6161,786915.8669,351236.1973,781952.8743,363943.2818
2026-07-20,2026-07-21,Money Management,issuing,,,676503.7571,307382.056,670340.1529,312822.2151
2025-03-03,2025-03-06,Money Management,issuing,582731.0776,243101.7982,,,,
2026-08-10,2026-08-14,Money Management,issuing,,,680689.3236,311320.1692,678603.8087,317591.437
2026-08-03,2026-08-05,Money Management,issuing,,,678525.6576,310330.5946,676446.7718,316581.9283
2026-10-26,2026-10-31,Money Management,issuing,,,772776.5533,343718.9595,751195.2845,354047.3298
2026-05-18,2026-05-24,Money Management,issuing,,,675151.1,298232.1632,662677.588,309535.9288
2025-11-10,2025-11-14,Money Management,issuing,700354.6017,351055.5333,,,,
2024-03-04,2024-03-08,Money Management,issuing,422654.0701,213355.0693,,,,
2025-06-02,2025-06-04,Money Management,issuing,644555.9562,266090.4852,,,,
2023-10-30,2023-11-04,Money Management,issuing,362998.1526,182994.8196,,,,
2025-02-10,2025-02-12,Money Management,issuing,581280.4087,305620.5264,,,,
2025-04-28,2025-05-04,Money Management,issuing,466414.0287,242076.5287,,,,
2024-09-09,2024-09-09,Money Management,issuing,351749.4704,158317.0384,,,,
2026-06-08,2026-06-11,Money Management,issuing,,,664717.1719,299823.7438,662670.3262,307307.2975
2025-08-25,2025-08-25,Money Management,issuing,431414.8126,188697.7442,,,,
2023-12-18,2023-12-18,Money Management,issuing,262775.3035,86922.31246,,,,
2026-07-20,2026-07-22,Money Management,issuing,,,667353.1872,303224.3245,661272.9536,308590.8986
2026-02-09,2026-02-14,Money Management,issuing,741308.1423,348039.5498,664790.6076,301589.5222,,
2023-08-28,2023-08-31,Money Management,issuing,345694.6498,237633.7358,,,,
2023-07-31,2023-08-04,Money Management,issuing,386490.7627,265677.3654,,,,
2026-04-13,2026-04-13,Money Management,issuing,722150.4978,347676.4997,649792.2116,291290.3647,643107.21,302527.0568
2025-07-21,2025-07-22,Money Management,issuing,545328.8167,246696.4387,,,,
2025-04-28,2025-04-30,Money Management,issuing,569208.9522,256646.1713,,,,
2025-04-07,2025-04-12,Money Management,issuing,548179.2225,247164.2411,,,,
2025-04-07,2025-04-07,Money Management,issuing,431064.7246,194359.4013,,,,
2024-01-22,2024-01-27,Money Management,issuing,396536.2939,227157.1281,,,,
2024-05-13,2024-05-19,Money Management,issuing,291791.5475,139198.406,,,,
2026-12-14,2026-12-20,Money Management,issuing,,,868175.0642,401797.8804,821984.0432,388632.173
2023-11-20,2023-11-25,Money Management,issuing,309571.7532,156061.475,,,,
2023-07-17,2023-07-20,Money Management,issuing,325441.4525,199391.0687,,,,
2023-07-10,2023-07-15,Money Management,issuing,347700.2019,213028.5319,,,,
2024-12-02,2024-12-02,Money Management,issuing,672083.3245,304133.7493,,,,
2024-06-10,2024-06-11,Money Management,issuing,410796.6782,208826.7514,,,,
2024-09-23,2024-09-24,Money Management,issuing,433750.4042,195224.4002,,,,
2026-03-23,2026-03-27,Money Management,issuing,770777.6127,363063.8189,572680.0992,255613.0697,569068.2683,264860.684
2026-09-21,2026-09-24,Money Management,issuing,,,690799.819,320327.5159,687967.5227,324464.577
2026-02-02,2026-02-02,Money Management,issuing,915294.3187,429724.9746,816917.0035,370603.3237,,
2025-09-08,2025-09-10,Money Management,issuing,633276.4431,274081.7903,,,,
2026-04-06,2026-04-08,Money Management,issuing,682078.6453,328384.0648,613735.4924,275126.7747,607421.439,285739.9471
2024-11-25,2024-11-27,Money Management,issuing,541007.0248,282341.9125,,,,
2026-05-25,2026-05-26,Money Management,issuing,,,565233.2075,249678.5122,554790.4441,259141.9697
2024-01-22,2024-01-23,Money Management,issuing,349545.1912,200238.1194,,,,
2024-05-20,2024-05-26,Money Management,issuing,295033.5441,140744.9921,,,,
2026-12-28,2026-12-31,Money Management,issuing,,,869544.4255,402431.631,823280.548,389245.1575
2023-11-27,2023-11-30,Money Management,issuing,413929.5391,208670.377,,,,
2025-09-29,2025-10-02,Money Management,issuing,1051760.054,447951.036,,,,
2023-04-03,2023-04-03,Money Management,issuing,338543.7477,179841.3218,,,,
2025-01-06,2025-01-07,Money Management,issuing,429591.819,141189.1703,,,,
2025-02-03,2025-02-05,Money Management,issuing,600885.7984,315928.4766,,,,
2026-06-22,2026-06-27,Money Management,issuing,,,699287.3168,315416.7669,697134.0201,323289.5201
2023-05-15,2023-05-20,Money Management,issuing,287714.5054,150193.4636,,,,
2026-03-09,2026-03-12,Money Management,issuing,770217.9759,362800.2099,623914.6918,278481.3892,619979.7299,288556.3375
2025-09-15,2025-09-20,Money Management,issuing,601725.1749,260426.4141,,,,
2023-10-23,2023-10-23,Money Management,issuing,218192.7097,117791.9355,,,,
2026-05-18,2026-05-23,Money Management,issuing,,,671857.68,296777.3722,659445.0144,308025.9974
2025-11-17,2025-11-17,Money Management,issuing,538556.0326,269953.3562,,,,
2025-06-09,2025-06-13,Money Management,issuing,576975.4175,238191.374,,,,
2025-05-19,2025-05-23,Money Management,issuing,614332.5092,318848.6454,,,,
2024-09-16,2024-09-21,Money Management,issuing,463496.6978,208612.7504,,,,
2023-05-01,2023-05-02,Money Management,issuing,336734.2212,175782.8614,,,,
2026-11-16,2026-11-16,Money Management,issuing,,,818472.3025,379557.5396,790634.6869,354184.5937
2026-02-09,2026-02-11,Money Management,issuing,717051.1358,336651.0365,624537.2314,283328.1382,,
2024-10-28,2024-10-29,Money Management,issuing,450296.9125,175806.5204,,,,
2026-10-05,2026-10-07,Money Management,issuing,,,779348.1964,346641.9239,757583.4019,357058.1259
2023-03-27,2023-04-02,Money Management,issuing,320088.2736,170037.3987,,,,
2025-01-20,2025-01-24,Money Management,issuing,475172.17,156169.5578,,,,
2024-04-15,2024-04-21,Money Management,issuing,292197.2839,159670.1005,,,,
2024-04-01,2024-04-07,Money Management,issuing,300145.3891,164013.3126,,,,
2025-02-24,2025-02-27,Money Management,issuing,597578.7989,314189.7513,,,,
2026-07-06,2026-07-08,Money Management,issuing,,,665863.5596,302547.4845,659796.8979,307902.0796
2026-08-24,2026-08-28,Money Management,issuing,,,633305.0382,289648.4854,631364.7006,295483.1965
2026-09-21,2026-09-21,Money Management,issuing,,,711420.7091,329889.5313,708503.8666,334150.0867
2023-10-02,2023-10-05,Money Management,issuing,344841.1521,186163.446,,,,
2024-11-18,2024-11-21,Money Management,issuing,504034.2699,263046.4914,,,,
2024-08-12,2024-08-14,Money Management,issuing,447641.9976,208695.4662,,,,
2026-12-07,2026-12-10,Money Management,issuing,,,907064.9251,419796.3974,858804.7795,406040.9328
2024-02-12,2024-02-12,Money Management,issuing,254489.998,135171.1648,,,,
2024-07-22,2024-07-24,Money Management,issuing,456943.5114,224308.5276,,,,
2024-07-01,2024-07-02,Money Management,issuing,565337.528,277517.9542,,,,
2023-11-20,2023-11-26,Money Management,issuing,253927.3177,128009.973,,,,
2025-10-13,2025-10-14,Money Management,issuing,613723.4031,261388.549,,,,
2024-12-30,2025-01-02,Money Management,issuing,496604.3718,163213.4415,,,,
2025-05-19,2025-05-25,Money Management,issuing,415990.7175,215906.0034,,,,
