reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
12/2/24,12/5/24,Money Management,Multicurrency Settlement,460683.508,0,0,0,0,null
4/22/24,4/26/24,Money Management,Multicurrency Settlement,140240.4583,0,0,0,0,null
10/28/24,10/30/24,Money Management,Connect,50504.8562,0,0,0,0,null
5/25/26,5/29/26,Money Management,Instant Payouts,null,0,0,0,0,548388.4808
1/29/24,2/2/24,Money Management,Instant Payouts,147258.7025,0,0,0,0,null
1/26/26,1/30/26,Money Management,Connect,886889.9217,0,0,0,0,731855.1266
3/7/22,3/11/22,Money Management,Instant Payouts,186162.5072,0,0,0,0,null
11/3/25,11/3/25,Money Management,Instant Payouts,570250.1231,0,0,0,0,524096.2337
6/6/22,6/6/22,Money Management,Capital,128247.0059,0,0,0,0,null
9/4/23,9/8/23,Money Management,Multicurrency Settlement,134737.3441,0,0,0,0,null
12/9/19,12/10/19,Money Management,Connect,-63818,0,0,0,0,null
2/3/25,2/4/25,Money Management,Instant Payouts,179308.5965,0,0,0,0,377899.3834
4/1/24,4/3/24,Money Management,Instant Payouts,105739.7706,0,0,0,0,null
10/12/26,10/18/26,Money Management,Connect,null,0,0,0,0,999433.3459
2/17/25,2/20/25,Money Management,Multicurrency Settlement,311135.5723,0,0,0,0,286106.4463
11/18/24,11/21/24,Money Management,Multicurrency Settlement,265327.4075,0,0,0,0,null
2/16/26,2/17/26,Money Management,Connect,1615200.79,0,0,0,0,1473038.079
9/29/25,10/2/25,Money Management,Instant Payouts,495926.5984,0,0,0,0,380616.2084
10/6/25,10/6/25,Money Management,Multicurrency Settlement,600819.6973,0,0,0,0,670552.4735
9/21/26,9/27/26,Money Management,Connect,null,0,0,0,0,979573.6503
3/20/23,3/24/23,Money Management,Connect,203691.1981,0,0,0,0,null
2/9/26,2/15/26,Money Management,Instant Payouts,330728.5079,0,0,0,0,330192.1555
9/4/23,9/5/23,Money Management,Capital,198004.1472,0,0,0,0,null
9/7/26,9/10/26,Money Management,Instant Payouts,null,0,0,0,0,408846.9794
7/28/25,8/3/25,Money Management,Connect,1139891.61,0,0,0,0,1004587.766
11/1/21,11/7/21,Money Management,Instant Payouts,152973.927,0,0,0,0,null
12/12/22,12/12/22,Money Management,Instant Payouts,231253.6715,0,0,0,0,null
5/2/22,5/5/22,Money Management,Connect,650945.0289,0,0,0,0,null
7/11/22,7/16/22,Money Management,Capital,42596.96591,0,0,0,0,null
6/5/23,6/5/23,Money Management,Instant Payouts,104233.2031,0,0,0,0,null
8/23/21,8/24/21,Money Management,Connect,709891.4641,0,0,0,0,null
10/31/22,10/31/22,Money Management,Capital,-94095.12512,0,0,0,0,null
4/10/23,4/10/23,Money Management,Connect,426621.5802,0,0,0,0,null
4/7/25,4/13/25,Money Management,Connect,781205.2566,0,0,0,0,628679.3076
1/20/25,1/22/25,Money Management,Connect,97293.53726,0,0,0,0,1464482.437
5/30/22,6/5/22,Money Management,Capital,29788.83469,0,0,0,0,null
9/16/24,9/19/24,Money Management,Instant Payouts,137127.1994,0,0,0,0,null
4/18/22,4/23/22,Money Management,Capital,31560.79999,0,0,0,0,null
2/6/23,2/6/23,Money Management,Instant Payouts,237654.0781,0,0,0,0,null
8/28/23,9/2/23,Money Management,Connect,11700.98436,0,0,0,0,null
1/2/23,1/8/23,Money Management,Connect,461390.6848,0,0,0,0,null
2/16/26,2/18/26,Money Management,Instant Payouts,427464.1228,0,0,0,0,403681.1209
6/17/24,6/18/24,Money Management,Multicurrency Settlement,141810.5569,0,0,0,0,null
5/23/22,5/26/22,Money Management,Capital,124791.8796,0,0,0,0,null
9/9/24,9/10/24,Money Management,Connect,47864.43731,0,0,0,0,null
11/27/23,12/2/23,Money Management,Capital,100404.5528,0,0,0,0,null
1/27/25,1/27/25,Money Management,Capital,284429.36,0,0,0,0,249732.2302
2/10/25,2/10/25,Money Management,Multicurrency Settlement,478707.0587,0,0,0,0,446806.0328
1/16/23,1/17/23,Money Management,Connect,753627.5401,0,0,0,0,null
6/12/23,6/13/23,Money Management,Connect,32513.60291,0,0,0,0,null
2/2/26,2/8/26,Money Management,Instant Payouts,329664.0221,0,0,0,0,330192.1555
12/14/26,12/16/26,Money Management,Instant Payouts,null,0,0,0,0,486394.5943
1/19/26,1/24/26,Money Management,Connect,131754.5896,0,0,0,0,149921.3977
3/7/22,3/8/22,Money Management,Instant Payouts,155033.4109,0,0,0,0,null
11/25/24,11/25/24,Money Management,Capital,291228.44,0,0,0,0,null
4/10/23,4/13/23,Money Management,Capital,217288.7429,0,0,0,0,null
9/15/25,9/16/25,Money Management,Capital,342780.0337,0,0,0,0,281526.5484
11/21/22,11/26/22,Money Management,Multicurrency Settlement,-21.15,0,0,0,0,null
5/30/22,6/5/22,Money Management,Multicurrency Settlement,714.0970189,0,0,0,0,null
3/17/25,3/19/25,Money Management,Multicurrency Settlement,279879.0895,0,0,0,0,299724.2354
5/9/22,5/13/22,Money Management,Multicurrency Settlement,71861.28495,0,0,0,0,null
8/7/23,8/7/23,Money Management,Capital,203815.6745,0,0,0,0,null
7/10/23,7/15/23,Money Management,Instant Payouts,66710.84682,0,0,0,0,null
12/20/21,12/23/21,Money Management,Connect,431929.6202,0,0,0,0,null
5/16/22,5/21/22,Money Management,Capital,32041.71032,0,0,0,0,null
1/29/24,1/30/24,Money Management,Multicurrency Settlement,205584.1115,0,0,0,0,null
4/4/22,4/7/22,Money Management,Connect,553213.6146,0,0,0,0,null
9/7/26,9/11/26,Money Management,Capital,null,0,0,0,0,329990.5082
1/19/26,1/25/26,Money Management,Instant Payouts,277711.9617,0,0,0,0,320880.3376
8/24/26,8/26/26,Money Management,Capital,null,0,0,0,0,444193.1358
6/29/26,7/1/26,Money Management,Connect,null,0,0,0,0,2066344.974
3/6/23,3/7/23,Money Management,Capital,565801.8459,0,0,0,0,null
11/20/23,11/23/23,Money Management,Multicurrency Settlement,248110.1542,0,0,0,0,null
10/3/22,10/4/22,Money Management,Multicurrency Settlement,59786.05629,0,0,0,0,null
6/12/23,6/13/23,Money Management,Instant Payouts,75353.10285,0,0,0,0,null
8/21/23,8/23/23,Money Management,Instant Payouts,78245.77929,0,0,0,0,null
12/26/22,12/27/22,Money Management,Capital,188969.5708,0,0,0,0,null
8/2/21,8/6/21,Money Management,Instant Payouts,144296.7319,0,0,0,0,null
3/2/26,3/2/26,Money Management,Instant Payouts,658464.2033,0,0,0,0,548609.3904
9/21/26,9/26/26,Money Management,Capital,null,0,0,0,0,152893.8476
10/14/24,10/15/24,Money Management,Connect,51870.97058,0,0,0,0,null
5/9/22,5/12/22,Money Management,Capital,171933.0188,0,0,0,0,null
3/17/25,3/22/25,Money Management,Capital,97306.88,0,0,0,0,97512.65555
10/19/26,10/25/26,Money Management,Multicurrency Settlement,null,0,0,0,0,142446.8798
1/1/24,1/2/24,Money Management,Instant Payouts,151931.8648,0,0,0,0,null
6/21/21,6/25/21,Money Management,Connect,125616.5262,0,0,0,0,null
10/13/25,10/14/25,Money Management,Capital,332274.2665,0,0,0,0,267443.3865
7/10/23,7/13/23,Money Management,Instant Payouts,80570.03966,0,0,0,0,null
1/9/23,1/10/23,Money Management,Connect,766121.7927,0,0,0,0,null
4/25/22,4/29/22,Money Management,Multicurrency Settlement,19542.85,0,0,0,0,null
5/3/21,5/6/21,Money Management,Connect,519836.5398,0,0,0,0,null
8/26/24,8/26/24,Money Management,Instant Payouts,155654.9564,0,0,0,0,null
8/28/23,9/1/23,Money Management,Instant Payouts,4906016.889,0,0,0,0,null
12/1/25,12/2/25,Money Management,Capital,307137.7803,0,0,0,0,388838.0366
2/23/26,2/27/26,Money Management,Multicurrency Settlement,275887.7289,0,0,0,0,241373.5291
8/8/22,8/14/22,Money Management,Multicurrency Settlement,3164.460513,0,0,0,0,null
3/2/26,3/2/26,Money Management,Capital,509347.97,0,0,0,0,395801.5059
12/15/25,12/20/25,Money Management,Instant Payouts,357106.9162,0,0,0,0,359756.3606
8/22/22,8/23/22,Money Management,Instant Payouts,174803.7179,0,0,0,0,null
11/29/21,12/2/21,Money Management,Instant Payouts,166132.0055,0,0,0,0,null
10/21/24,10/27/24,Money Management,Capital,114494.57,0,0,0,0,null
2/7/22,2/9/22,Money Management,Connect,659908.1049,0,0,0,0,null
10/10/22,10/15/22,Money Management,Connect,-17288.17241,0,0,0,0,null
11/15/21,11/21/21,Money Management,Instant Payouts,150176.5561,0,0,0,0,null
1/30/23,2/1/23,Money Management,Multicurrency Settlement,180936.2489,0,0,0,0,null
10/2/23,10/2/23,Money Management,Connect,31078.84877,0,0,0,0,null
5/8/23,5/9/23,Money Management,Multicurrency Settlement,269922.9285,0,0,0,0,null
2/6/23,2/8/23,Money Management,Connect,590662.6808,0,0,0,0,null
6/28/21,7/2/21,Money Management,Connect,60047.99595,0,0,0,0,null
12/25/23,12/28/23,Money Management,Instant Payouts,90957.8823,0,0,0,0,null
2/9/26,2/11/26,Money Management,Multicurrency Settlement,349812.2206,0,0,0,0,373289.0089
1/16/23,1/16/23,Money Management,Connect,1550581.329,0,0,0,0,null
8/15/22,8/16/22,Money Management,Multicurrency Settlement,65201.73352,0,0,0,0,null
6/3/24,6/9/24,Money Management,Connect,13087.80609,0,0,0,0,null
10/5/26,10/6/26,Money Management,Instant Payouts,null,0,0,0,0,530327.7095
12/27/21,12/31/21,Money Management,Connect,329277.3293,0,0,0,0,null
4/8/24,4/8/24,Money Management,Capital,223616.0783,0,0,0,0,null
8/28/23,8/31/23,Money Management,Capital,-343735.6521,0,0,0,0,null
10/11/21,10/11/21,Money Management,Capital,12953.52,0,0,0,0,null
4/4/22,4/5/22,Money Management,Instant Payouts,158306.0575,0,0,0,0,null
2/14/22,2/15/22,Money Management,Connect,653129.9816,0,0,0,0,null
12/11/23,12/13/23,Money Management,Instant Payouts,84567.11457,0,0,0,0,null
3/3/25,3/4/25,Money Management,Capital,264866.44,0,0,0,0,294626.6905
5/15/23,5/20/23,Money Management,Capital,60673.89381,0,0,0,0,null
11/14/22,11/15/22,Money Management,Instant Payouts,188522.1419,0,0,0,0,null
8/15/22,8/21/22,Money Management,Multicurrency Settlement,2666.270264,0,0,0,0,null
7/20/26,7/20/26,Money Management,Capital,null,0,0,0,0,357837.1743
7/25/22,7/28/22,Money Management,Multicurrency Settlement,93686.03315,0,0,0,0,null
6/14/21,6/14/21,Money Management,Instant Payouts,133856.7805,0,0,0,0,null
3/2/26,3/7/26,Money Management,Instant Payouts,349385.3912,0,0,0,0,415518.0138
1/26/26,1/27/26,Money Management,Capital,380329.1531,0,0,0,0,358656.8217
5/9/22,5/14/22,Money Management,Connect,24669.4098,0,0,0,0,null
2/26/24,2/28/24,Money Management,Connect,51513.02669,0,0,0,0,null
8/17/26,8/21/26,Money Management,Capital,null,0,0,0,0,302125.6312
6/8/26,6/10/26,Money Management,Connect,null,0,0,0,0,1457082.282
12/2/19,12/7/19,Money Management,Instant Payouts,2807.67,0,0,0,0,null
2/10/25,2/16/25,Money Management,Connect,24123.65702,0,0,0,0,659194.7063
7/6/26,7/9/26,Money Management,Multicurrency Settlement,null,0,0,0,0,382314.9019
8/29/22,8/30/22,Money Management,Multicurrency Settlement,71122.48153,0,0,0,0,null
4/5/21,4/10/21,Money Management,Connect,9997.489019,0,0,0,0,null
8/7/23,8/10/23,Money Management,Capital,214347.5519,0,0,0,0,null
8/10/20,8/14/20,Money Management,Connect,-4381524.177,0,0,0,0,null
3/24/25,3/26/25,Money Management,Connect,78216.20514,0,0,0,0,1090445.433
5/18/26,5/19/26,Money Management,Multicurrency Settlement,null,0,0,0,0,314749.9813
3/30/26,4/5/26,Money Management,Multicurrency Settlement,null,0,0,0,0,147697.3672
9/9/24,9/10/24,Money Management,Multicurrency Settlement,186042.2518,0,0,0,0,null
1/22/24,1/28/24,Money Management,Multicurrency Settlement,113147.1821,0,0,0,0,null
9/29/25,10/1/25,Money Management,Instant Payouts,590440.2349,0,0,0,0,434598.5934
9/14/26,9/14/26,Money Management,Multicurrency Settlement,null,0,0,0,0,649390.3787
4/22/24,4/24/24,Money Management,Multicurrency Settlement,225159.859,0,0,0,0,null
4/29/24,5/3/24,Money Management,Capital,205551.6142,0,0,0,0,null
12/9/24,12/12/24,Money Management,Instant Payouts,-62045.2337,0,0,0,0,null
7/15/24,7/18/24,Money Management,Multicurrency Settlement,181276.1081,0,0,0,0,null
11/25/24,12/1/24,Money Management,Connect,26920004.95,0,0,0,0,null
11/20/23,11/24/23,Money Management,Capital,262416.3195,0,0,0,0,null
2/7/22,2/7/22,Money Management,Capital,372439.859,0,0,0,0,null
11/25/24,11/26/24,Money Management,Connect,-104452.0739,0,0,0,0,null
12/11/23,12/16/23,Money Management,Multicurrency Settlement,-54.43462922,0,0,0,0,null
11/3/25,11/4/25,Money Management,Connect,1676201.826,0,0,0,0,2097105.676
9/13/21,9/19/21,Money Management,Capital,9313.85,0,0,0,0,null
10/4/21,10/10/21,Money Management,Capital,11914.75,0,0,0,0,null
7/18/22,7/21/22,Money Management,Instant Payouts,190871.0271,0,0,0,0,null
5/1/23,5/4/23,Money Management,Instant Payouts,78100.00255,0,0,0,0,null
7/11/22,7/13/22,Money Management,Connect,555096.5442,0,0,0,0,null
6/12/23,6/15/23,Money Management,Capital,246643.5869,0,0,0,0,null
6/30/25,7/1/25,Money Management,Instant Payouts,549991.3205,0,0,0,0,419040.3874
3/21/22,3/24/22,Money Management,Capital,149987.4137,0,0,0,0,null
10/23/23,10/23/23,Money Management,Capital,175845.0938,0,0,0,0,null
7/19/21,7/19/21,Money Management,Capital,118274.3,0,0,0,0,null
10/31/22,11/3/22,Money Management,Connect,624002.9893,0,0,0,0,null
5/26/25,5/27/25,Money Management,Instant Payouts,424780.5208,0,0,0,0,350797.434
11/22/21,11/28/21,Money Management,Connect,383571.5474,0,0,0,0,null
11/23/26,11/23/26,Money Management,Instant Payouts,null,0,0,0,0,600782.8912
12/25/23,12/29/23,Money Management,Instant Payouts,115950.4909,0,0,0,0,null
10/11/21,10/17/21,Money Management,Instant Payouts,153009.8094,0,0,0,0,null
1/26/26,1/29/26,Money Management,Capital,484368.9779,0,0,0,0,533514.4057
2/10/25,2/11/25,Money Management,Connect,44563.29556,0,0,0,0,1212975.309
7/22/24,7/28/24,Money Management,Connect,8363.752851,0,0,0,0,null
2/27/23,3/4/23,Money Management,Multicurrency Settlement,0.130146169,0,0,0,0,null
8/4/25,8/6/25,Money Management,Capital,290416.72,0,0,0,0,307490.9218
10/27/25,10/31/25,Money Management,Connect,1216615.863,0,0,0,0,1279270.8
7/7/25,7/12/25,Money Management,Multicurrency Settlement,-84.06139582,0,0,0,0,0
8/1/22,8/6/22,Money Management,Capital,56061.80807,0,0,0,0,null
9/5/22,9/7/22,Money Management,Multicurrency Settlement,80061.61782,0,0,0,0,null
8/14/23,8/14/23,Money Management,Connect,26545.3341,0,0,0,0,null
6/8/26,6/9/26,Money Management,Instant Payouts,null,0,0,0,0,442435.3724
3/30/26,4/3/26,Money Management,Multicurrency Settlement,null,0,0,0,0,287926.3394
8/18/25,8/21/25,Money Management,Multicurrency Settlement,334364.2639,0,0,0,0,308816.4966
11/28/22,12/2/22,Money Management,Instant Payouts,232325.8509,0,0,0,0,null
8/7/23,8/13/23,Money Management,Instant Payouts,51333.26729,0,0,0,0,null
1/3/22,1/4/22,Money Management,Capital,81663.03146,0,0,0,0,null
12/30/24,1/3/25,Money Management,Connect,59959.1293,0,0,0,0,963942.0515
5/16/22,5/19/22,Money Management,Instant Payouts,189376.9834,0,0,0,0,null
11/16/26,11/21/26,Money Management,Connect,null,0,0,0,0,159303.6383
2/27/23,3/3/23,Money Management,Multicurrency Settlement,92797.79431,0,0,0,0,null
5/13/24,5/14/24,Money Management,Instant Payouts,104591.4626,0,0,0,0,null
12/22/25,12/28/25,Money Management,Capital,93571.73,0,0,0,0,109057.714
4/20/26,4/23/26,Money Management,Capital,null,0,0,0,0,563085.4007
11/21/22,11/26/22,Money Management,Capital,64355.39741,0,0,0,0,null
10/28/24,10/28/24,Money Management,Instant Payouts,177415.574,0,0,0,0,null
12/4/23,12/8/23,Money Management,Multicurrency Settlement,337410.7428,0,0,0,0,null
12/15/25,12/15/25,Money Management,Instant Payouts,500242.5864,0,0,0,0,474987.1503
6/26/23,6/30/23,Money Management,Capital,-33945.53978,0,0,0,0,null
3/10/25,3/14/25,Money Management,Capital,301861.94,0,0,0,0,210461.3842
4/20/26,4/26/26,Money Management,Multicurrency Settlement,null,0,0,0,0,124666.1105
2/10/20,2/12/20,Money Management,Instant Payouts,-2363460.03,0,0,0,0,null
8/7/23,8/11/23,Money Management,Capital,169678.3292,0,0,0,0,null
12/8/25,12/14/25,Money Management,Multicurrency Settlement,48224.74785,0,0,0,0,137749.5084
6/20/22,6/26/22,Money Management,Multicurrency Settlement,2065.6392,0,0,0,0,null
12/28/26,12/31/26,Money Management,Connect,null,0,0,0,0,1619386.105
2/10/25,2/12/25,Money Management,Capital,308542.01,0,0,0,0,321714.7373
10/26/26,10/26/26,Money Management,Multicurrency Settlement,null,0,0,0,0,660410.438
5/5/25,5/10/25,Money Management,Connect,133372.528,0,0,0,0,109808.637
6/22/26,6/27/26,Money Management,Instant Payouts,null,0,0,0,0,403942.522
2/27/23,2/28/23,Money Management,Instant Payouts,200776.1838,0,0,0,0,null
1/10/22,1/16/22,Money Management,Connect,38645.15768,0,0,0,0,null
3/23/26,3/23/26,Money Management,Instant Payouts,null,0,0,0,0,489543.0739
6/20/22,6/23/22,Money Management,Connect,553946.9058,0,0,0,0,null
5/22/23,5/25/23,Money Management,Instant Payouts,73698.76742,0,0,0,0,null
6/3/24,6/3/24,Money Management,Connect,36210.66277,0,0,0,0,null
5/29/23,5/30/23,Money Management,Multicurrency Settlement,307490.4973,0,0,0,0,null
10/26/26,10/27/26,Money Management,Connect,null,0,0,0,0,1839043.849
5/18/26,5/22/26,Money Management,Capital,null,0,0,0,0,288388.2088
3/21/22,3/21/22,Money Management,Connect,539592.2032,0,0,0,0,null
10/16/23,10/21/23,Money Management,Capital,82123.91121,0,0,0,0,null
1/13/25,1/13/25,Money Management,Capital,302149.2,0,0,0,0,249732.2302
8/17/26,8/20/26,Money Management,Connect,null,0,0,0,0,1352167.994
5/25/26,5/29/26,Money Management,Capital,null,0,0,0,0,288388.2088
4/6/26,4/11/26,Money Management,Instant Payouts,null,0,0,0,0,383793.0521
9/30/24,10/5/24,Money Management,Capital,119881.43,0,0,0,0,null
4/5/21,4/7/21,Money Management,Capital,61205.33,0,0,0,0,null
9/7/26,9/8/26,Money Management,Multicurrency Settlement,null,0,0,0,0,342665.7307
8/10/26,8/16/26,Money Management,Multicurrency Settlement,null,0,0,0,0,130675.3511
2/24/25,3/1/25,Money Management,Connect,25939131.85,0,0,0,0,147031.0977
3/1/21,3/4/21,Money Management,Instant Payouts,131915.5018,0,0,0,0,null
10/27/25,10/29/25,Money Management,Connect,1405159.078,0,0,0,0,1256355.302
7/25/22,7/29/22,Money Management,Capital,117564.6895,0,0,0,0,null
10/10/22,10/16/22,Money Management,Multicurrency Settlement,3418.253919,0,0,0,0,null
7/22/24,7/22/24,Money Management,Multicurrency Settlement,315028.0127,0,0,0,0,null
9/18/23,9/22/23,Money Management,Capital,220434.7997,0,0,0,0,null
12/20/21,12/20/21,Money Management,Instant Payouts,176881.7137,0,0,0,0,null
6/22/26,6/28/26,Money Management,Multicurrency Settlement,null,0,0,0,0,123992.3494
7/31/23,8/3/23,Money Management,Capital,242094.6115,0,0,0,0,null
3/30/26,4/1/26,Money Management,Connect,null,0,0,0,0,1656208.49
8/3/26,8/3/26,Money Management,Instant Payouts,null,0,0,0,0,624599.6354
2/10/20,2/13/20,Money Management,Connect,-3500,0,0,0,0,null
4/25/22,4/27/22,Money Management,Instant Payouts,169828.6504,0,0,0,0,null
1/6/25,1/9/25,Money Management,Connect,38278.87297,0,0,0,0,1316951.454
1/10/22,1/16/22,Money Management,Capital,20500.42503,0,0,0,0,null
7/15/24,7/20/24,Money Management,Connect,21294.30879,0,0,0,0,null
11/16/26,11/20/26,Money Management,Capital,null,0,0,0,0,327271.3852
10/5/26,10/10/26,Money Management,Instant Payouts,null,0,0,0,0,432057.6738
10/26/26,10/30/26,Money Management,Instant Payouts,null,0,0,0,0,607315.0292
1/24/22,1/29/22,Money Management,Connect,33758.14644,0,0,0,0,null
2/28/22,3/1/22,Money Management,Capital,72816.0683,0,0,0,0,null
11/9/20,11/13/20,Money Management,Instant Payouts,-2782468.74,0,0,0,0,null
9/15/25,9/18/25,Money Management,Instant Payouts,402708.848,0,0,0,0,345417.5289
7/3/23,7/5/23,Money Management,Instant Payouts,91654.77948,0,0,0,0,null
6/20/22,6/22/22,Money Management,Instant Payouts,181480.3414,0,0,0,0,null
12/4/23,12/4/23,Money Management,Multicurrency Settlement,442052.7651,0,0,0,0,null
10/14/24,10/20/24,Money Management,Capital,89664.39,0,0,0,0,null
8/23/21,8/29/21,Money Management,Capital,8409.44,0,0,0,0,null
7/8/24,7/9/24,Money Management,Multicurrency Settlement,232291.5678,0,0,0,0,null
3/16/26,3/19/26,Money Management,Connect,null,0,0,0,0,1121082.089
9/20/21,9/26/21,Money Management,Instant Payouts,150484.968,0,0,0,0,null
10/7/24,10/8/24,Money Management,Multicurrency Settlement,249783.3022,0,0,0,0,null
3/27/23,3/28/23,Money Management,Connect,707483.7077,0,0,0,0,null
