reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
3/7/22,3/9/22,Money Management,Connect,740855.283,0,0,0,0,null
4/8/24,4/13/24,Money Management,Multicurrency Settlement,0.223920881,0,0,0,0,null
5/30/22,5/30/22,Money Management,Capital,24883.10686,0,0,0,0,null
4/13/26,4/15/26,Money Management,Capital,null,0,0,0,0,447431.0307
2/16/26,2/16/26,Money Management,Multicurrency Settlement,230953.6344,0,0,0,0,574039.7767
11/18/19,11/22/19,Money Management,Connect,-545883.8181,0,0,0,0,null
4/6/26,4/9/26,Money Management,Multicurrency Settlement,null,0,0,0,0,370099.0864
4/14/25,4/20/25,Money Management,Connect,647911.3343,0,0,0,0,628679.3076
7/29/24,8/1/24,Money Management,Connect,22325182.29,0,0,0,0,null
10/16/23,10/20/23,Money Management,Multicurrency Settlement,119573.2164,0,0,0,0,null
3/24/25,3/25/25,Money Management,Capital,237040.65,0,0,0,0,261780.8097
8/21/23,8/26/23,Money Management,Multicurrency Settlement,-0.064583766,0,0,0,0,null
7/29/24,7/29/24,Money Management,Capital,241636.6082,0,0,0,0,null
12/29/25,1/3/26,Money Management,Capital,133332.48,0,0,0,0,150361.4668
5/19/25,5/20/25,Money Management,Instant Payouts,376703.0896,0,0,0,0,350797.434
9/28/26,10/4/26,Money Management,Multicurrency Settlement,null,0,0,0,0,176100.5409
2/23/26,2/25/26,Money Management,Multicurrency Settlement,441245.802,0,0,0,0,373289.0089
6/24/24,6/29/24,Money Management,Instant Payouts,189966.9154,0,0,0,0,null
8/28/23,9/3/23,Money Management,Multicurrency Settlement,0,0,0,0,0,null
6/16/25,6/17/25,Money Management,Connect,1363981.284,0,0,0,0,1405226.392
12/23/24,12/29/24,Money Management,Instant Payouts,104433.8494,0,0,0,0,null
8/1/22,8/5/22,Money Management,Multicurrency Settlement,57199.11429,0,0,0,0,null
7/13/26,7/14/26,Money Management,Connect,null,0,0,0,0,1666971.176
2/9/26,2/13/26,Money Management,Connect,968375.9953,0,0,0,0,625362.869
10/12/26,10/18/26,Money Management,Capital,null,0,0,0,0,120215.6822
3/10/25,3/10/25,Money Management,Connect,80195.65519,0,0,0,0,1172996.275
4/28/25,5/1/25,Money Management,Capital,-215371.3,0,0,0,0,174996.7272
7/3/23,7/9/23,Money Management,Connect,10054.51124,0,0,0,0,null
10/25/21,10/26/21,Money Management,Capital,41864.63,0,0,0,0,null
4/24/23,4/24/23,Money Management,Connect,452040.6663,0,0,0,0,null
7/12/21,7/12/21,Money Management,Instant Payouts,138571.9162,0,0,0,0,null
8/28/23,9/3/23,Money Management,Capital,80452.41976,0,0,0,0,null
10/7/24,10/7/24,Money Management,Instant Payouts,183822.844,0,0,0,0,null
10/9/23,10/14/23,Money Management,Multicurrency Settlement,1038.216605,0,0,0,0,null
1/26/26,1/28/26,Money Management,Capital,375846.6538,0,0,0,0,423933.7407
8/9/21,8/13/21,Money Management,Connect,116126.0641,0,0,0,0,null
12/16/24,12/20/24,Money Management,Multicurrency Settlement,202054.3613,0,0,0,0,null
8/22/22,8/26/22,Money Management,Capital,144087.368,0,0,0,0,null
1/22/24,1/25/24,Money Management,Multicurrency Settlement,233826.0961,0,0,0,0,null
7/28/25,7/30/25,Money Management,Capital,218298.55,0,0,0,0,294395.9546
10/12/26,10/14/26,Money Management,Connect,null,0,0,0,0,1644391.154
7/26/21,7/26/21,Money Management,Capital,103427.86,0,0,0,0,null
2/5/24,2/6/24,Money Management,Connect,104695.142,0,0,0,0,null
4/25/22,4/29/22,Money Management,Instant Payouts,201220.1335,0,0,0,0,null
9/20/21,9/22/21,Money Management,Connect,417145.8611,0,0,0,0,null
10/7/24,10/8/24,Money Management,Instant Payouts,136913.8172,0,0,0,0,null
9/2/24,9/7/24,Money Management,Instant Payouts,101059.842,0,0,0,0,null
2/23/26,3/1/26,Money Management,Connect,730694.0721,0,0,0,0,1050418.131
7/15/24,7/17/24,Money Management,Capital,237251.7919,0,0,0,0,null
9/26/22,9/28/22,Money Management,Multicurrency Settlement,75641.20329,0,0,0,0,null
6/27/22,7/2/22,Money Management,Capital,40091.9355,0,0,0,0,null
9/19/22,9/21/22,Money Management,Instant Payouts,181557.243,0,0,0,0,null
8/10/26,8/11/26,Money Management,Capital,null,0,0,0,0,375796.6938
1/26/26,1/31/26,Money Management,Connect,1457359.617,0,0,0,0,1461951.051
2/20/23,2/23/23,Money Management,Multicurrency Settlement,122429.9479,0,0,0,0,null
8/12/24,8/14/24,Money Management,Instant Payouts,128261.954,0,0,0,0,null
3/16/26,3/22/26,Money Management,Multicurrency Settlement,null,0,0,0,0,116851.9421
3/23/26,3/23/26,Money Management,Multicurrency Settlement,null,0,0,0,0,541747.509
8/19/24,8/25/24,Money Management,Capital,109251.348,0,0,0,0,null
3/29/21,3/30/21,Money Management,Connect,478754.2761,0,0,0,0,null
5/12/25,5/13/25,Money Management,Connect,1158912.777,0,0,0,0,1262640.98
11/1/21,11/5/21,Money Management,Connect,184805.5781,0,0,0,0,null
2/21/22,2/27/22,Money Management,Capital,23078.45091,0,0,0,0,null
2/10/25,2/15/25,Money Management,Capital,119446.96,0,0,0,0,101385.3595
12/15/25,12/21/25,Money Management,Multicurrency Settlement,49973.03897,0,0,0,0,137749.5084
10/27/25,10/28/25,Money Management,Capital,231342.7227,0,0,0,0,267443.3865
3/3/25,3/8/25,Money Management,Multicurrency Settlement,-57.75810425,0,0,0,0,0
4/28/25,4/29/25,Money Management,Multicurrency Settlement,254282.1157,0,0,0,0,243100.6975
8/25/25,8/28/25,Money Management,Connect,1244693.042,0,0,0,0,1072168.614
12/19/22,12/21/22,Money Management,Multicurrency Settlement,100423.6133,0,0,0,0,null
8/25/25,8/27/25,Money Management,Instant Payouts,391677.2062,0,0,0,0,375774.1634
4/24/23,4/28/23,Money Management,Instant Payouts,103735.2126,0,0,0,0,null
10/23/23,10/24/23,Money Management,Connect,-77553.29757,0,0,0,0,null
8/3/26,8/9/26,Money Management,Instant Payouts,null,0,0,0,0,372945.3458
2/10/25,2/12/25,Money Management,Multicurrency Settlement,266667.8539,0,0,0,0,290550.9128
9/8/25,9/10/25,Money Management,Connect,1374010.914,0,0,0,0,1301295.177
2/20/23,2/26/23,Money Management,Instant Payouts,173706.592,0,0,0,0,null
1/6/25,1/9/25,Money Management,Capital,367549.98,0,0,0,0,385984.1736
10/12/26,10/12/26,Money Management,Connect,null,0,0,0,0,1768877.781
11/16/26,11/16/26,Money Management,Multicurrency Settlement,null,0,0,0,0,666749.0724
2/24/25,2/25/25,Money Management,Multicurrency Settlement,243745.585,0,0,0,0,235767.4529
5/18/26,5/20/26,Money Management,Connect,null,0,0,0,0,1429727.822
10/16/23,10/19/23,Money Management,Instant Payouts,82501.55574,0,0,0,0,null
2/3/25,2/3/25,Money Management,Instant Payouts,252014.783,0,0,0,0,455532.4227
2/2/26,2/4/26,Money Management,Multicurrency Settlement,408063.0058,0,0,0,0,442251.736
4/24/23,4/30/23,Money Management,Multicurrency Settlement,93960.41293,0,0,0,0,null
7/27/26,7/30/26,Money Management,Capital,null,0,0,0,0,553070.3261
8/18/25,8/22/25,Money Management,Capital,280262.39,0,0,0,0,185829.1099
3/21/22,3/21/22,Money Management,Instant Payouts,192641.2849,0,0,0,0,null
7/27/26,7/27/26,Money Management,Instant Payouts,null,0,0,0,0,543174.602
1/26/26,2/1/26,Money Management,Connect,770057.9026,0,0,0,0,1063540.445
12/18/23,12/20/23,Money Management,Multicurrency Settlement,229881.4363,0,0,0,0,null
11/21/22,11/24/22,Money Management,Connect,632135.9702,0,0,0,0,null
7/28/25,8/2/25,Money Management,Instant Payouts,380466.1071,0,0,0,0,389886.6682
9/21/26,9/25/26,Money Management,Instant Payouts,null,0,0,0,0,607537.7631
9/23/24,9/25/24,Money Management,Instant Payouts,133517.7677,0,0,0,0,null
10/31/22,11/1/22,Money Management,Connect,-489889.3815,0,0,0,0,null
3/4/24,3/10/24,Money Management,Connect,18729.6869,0,0,0,0,null
8/5/24,8/11/24,Money Management,Instant Payouts,78146.19199,0,0,0,0,null
2/21/22,2/23/22,Money Management,Instant Payouts,167841.5645,0,0,0,0,null
7/10/23,7/12/23,Money Management,Capital,170809.3529,0,0,0,0,null
5/31/21,6/2/21,Money Management,Connect,-28912.9376,0,0,0,0,null
4/6/26,4/8/26,Money Management,Connect,null,0,0,0,0,1246627.554
7/22/24,7/22/24,Money Management,Capital,316978.6814,0,0,0,0,null
11/6/23,11/12/23,Money Management,Capital,78753.45983,0,0,0,0,null
1/30/23,2/5/23,Money Management,Instant Payouts,184985.198,0,0,0,0,null
3/18/24,3/21/24,Money Management,Multicurrency Settlement,197207.6877,0,0,0,0,null
8/18/25,8/24/25,Money Management,Instant Payouts,308041.4014,0,0,0,0,307365.5782
3/11/24,3/11/24,Money Management,Connect,27006.36231,0,0,0,0,null
8/15/22,8/17/22,Money Management,Instant Payouts,184157.0772,0,0,0,0,null
10/24/22,10/27/22,Money Management,Instant Payouts,190876.2624,0,0,0,0,null
8/10/26,8/10/26,Money Management,Instant Payouts,null,0,0,0,0,557351.7894
12/13/21,12/17/21,Money Management,Capital,107986.14,0,0,0,0,null
3/11/24,3/15/24,Money Management,Multicurrency Settlement,131849.3682,0,0,0,0,null
11/2/26,11/3/26,Money Management,Instant Payouts,null,0,0,0,0,535258.2468
10/30/23,11/4/23,Money Management,Capital,68056.93098,0,0,0,0,null
10/3/22,10/6/22,Money Management,Multicurrency Settlement,120490.7668,0,0,0,0,null
11/7/22,11/8/22,Money Management,Connect,850992.1977,0,0,0,0,null
1/23/23,1/24/23,Money Management,Capital,193020.2627,0,0,0,0,null
10/26/26,10/29/26,Money Management,Multicurrency Settlement,null,0,0,0,0,422885.2564
3/10/25,3/16/25,Money Management,Multicurrency Settlement,120399.9722,0,0,0,0,99416.31389
5/25/20,5/31/20,Money Management,Capital,499512,0,0,0,0,null
10/28/24,10/30/24,Money Management,Capital,225378.87,0,0,0,0,null
3/25/24,3/26/24,Money Management,Instant Payouts,97246.85777,0,0,0,0,null
6/10/19,6/10/19,Money Management,Connect,-87045.91918,0,0,0,0,null
12/7/26,12/13/26,Money Management,Capital,null,0,0,0,0,134255.5952
8/16/21,8/18/21,Money Management,Connect,414303.797,0,0,0,0,null
11/13/23,11/14/23,Money Management,Instant Payouts,90362.51079,0,0,0,0,null
2/19/24,2/25/24,Money Management,Connect,13095.52618,0,0,0,0,null
3/17/25,3/17/25,Money Management,Instant Payouts,205711.5711,0,0,0,0,425439.9398
9/25/23,10/1/23,Money Management,Multicurrency Settlement,75699.55278,0,0,0,0,null
10/18/21,10/21/21,Money Management,Capital,117075.22,0,0,0,0,null
9/20/21,9/22/21,Money Management,Instant Payouts,129495.9984,0,0,0,0,null
6/8/26,6/10/26,Money Management,Capital,null,0,0,0,0,455596.8475
10/2/23,10/3/23,Money Management,Capital,210130.586,0,0,0,0,null
10/19/26,10/22/26,Money Management,Instant Payouts,null,0,0,0,0,408697.09
2/5/24,2/9/24,Money Management,Connect,133107.3795,0,0,0,0,null
12/7/26,12/13/26,Money Management,Multicurrency Settlement,null,0,0,0,0,146126.9465
9/12/22,9/18/22,Money Management,Connect,480076.1596,0,0,0,0,null
7/5/21,7/11/21,Money Management,Capital,27740.35,0,0,0,0,null
12/21/26,12/27/26,Money Management,Connect,null,0,0,0,0,939732.754
1/27/25,2/2/25,Money Management,Capital,106517.05,0,0,0,0,92666.95051
2/9/26,2/11/26,Money Management,Connect,1914892.942,0,0,0,0,1317125.088
8/14/23,8/20/23,Money Management,Multicurrency Settlement,100796.1624,0,0,0,0,null
8/23/21,8/29/21,Money Management,Connect,371054.2583,0,0,0,0,null
6/7/21,6/11/21,Money Management,Connect,108014.0018,0,0,0,0,null
10/4/21,10/10/21,Money Management,Connect,32172.04081,0,0,0,0,null
8/2/21,8/8/21,Money Management,Instant Payouts,131103.491,0,0,0,0,null
6/27/22,6/30/22,Money Management,Multicurrency Settlement,103001.6845,0,0,0,0,null
11/2/26,11/8/26,Money Management,Connect,null,0,0,0,0,995476.0712
5/18/26,5/23/26,Money Management,Multicurrency Settlement,null,0,0,0,0,0
6/30/25,7/4/25,Money Management,Multicurrency Settlement,67485.48273,0,0,0,0,248569.2157
2/23/26,2/24/26,Money Management,Connect,1351494.287,0,0,0,0,1473038.079
10/26/26,10/31/26,Money Management,Instant Payouts,null,0,0,0,0,586386.5719
11/28/22,11/30/22,Money Management,Capital,-42312.52842,0,0,0,0,null
1/22/24,1/25/24,Money Management,Capital,341990.0333,0,0,0,0,null
2/2/26,2/2/26,Money Management,Connect,2592608.586,0,0,0,0,1882339.696
12/16/24,12/22/24,Money Management,Capital,109960.58,0,0,0,0,null
12/19/22,12/22/22,Money Management,Instant Payouts,213927.8186,0,0,0,0,null
11/28/22,11/28/22,Money Management,Capital,213264.5168,0,0,0,0,null
8/26/24,8/28/24,Money Management,Connect,47760.34951,0,0,0,0,null
10/28/24,10/29/24,Money Management,Multicurrency Settlement,201626.9152,0,0,0,0,null
3/7/22,3/7/22,Money Management,Connect,697695.7451,0,0,0,0,null
10/5/26,10/5/26,Money Management,Connect,null,0,0,0,0,2452220.49
3/7/22,3/9/22,Money Management,Instant Payouts,163190.3428,0,0,0,0,null
11/25/24,11/25/24,Money Management,Multicurrency Settlement,447895.0598,0,0,0,0,null
11/23/26,11/25/26,Money Management,Multicurrency Settlement,null,0,0,0,0,433576.4004
4/21/25,4/27/25,Money Management,Connect,691265.7288,0,0,0,0,628679.3076
6/15/26,6/16/26,Money Management,Instant Payouts,null,0,0,0,0,442435.3724
6/30/25,6/30/25,Money Management,Capital,593323.606,0,0,0,0,605922.8536
8/7/23,8/12/23,Money Management,Multicurrency Settlement,-25.23175114,0,0,0,0,null
8/18/25,8/18/25,Money Management,Instant Payouts,458362.0371,0,0,0,0,459345.4697
9/14/26,9/18/26,Money Management,Instant Payouts,null,0,0,0,0,607537.7631
7/6/26,7/10/26,Money Management,Multicurrency Settlement,null,0,0,0,0,251050.0228
3/9/26,3/11/26,Money Management,Connect,1675813.397,0,0,0,0,1246670.881
5/2/22,5/3/22,Money Management,Capital,107296.7872,0,0,0,0,null
5/24/21,5/28/21,Money Management,Connect,112777.7411,0,0,0,0,null
4/29/24,5/5/24,Money Management,Multicurrency Settlement,90611.61859,0,0,0,0,null
10/26/26,10/28/26,Money Management,Connect,null,0,0,0,0,1644391.154
2/26/24,3/1/24,Money Management,Multicurrency Settlement,259395.7761,0,0,0,0,null
3/28/22,3/29/22,Money Management,Connect,693081.673,0,0,0,0,null
4/25/22,4/30/22,Money Management,Connect,-65456.03046,0,0,0,0,null
10/18/21,10/19/21,Money Management,Capital,56152.59,0,0,0,0,null
11/28/22,11/30/22,Money Management,Connect,625846.7109,0,0,0,0,null
1/7/19,1/11/19,Money Management,Instant Payouts,-1720159.265,0,0,0,0,null
9/22/25,9/24/25,Money Management,Connect,1252229.249,0,0,0,0,1301295.177
4/29/24,5/5/24,Money Management,Instant Payouts,69880.97574,0,0,0,0,null
8/30/21,9/3/21,Money Management,Instant Payouts,159194.0373,0,0,0,0,null
9/11/23,9/13/23,Money Management,Instant Payouts,81491.96833,0,0,0,0,null
12/20/21,12/20/21,Money Management,Capital,95039.75,0,0,0,0,null
6/8/26,6/9/26,Money Management,Multicurrency Settlement,null,0,0,0,0,303333.7265
11/21/22,11/25/22,Money Management,Connect,227552.9797,0,0,0,0,null
9/13/21,9/17/21,Money Management,Instant Payouts,157438.5307,0,0,0,0,null
11/6/23,11/7/23,Money Management,Capital,187581.557,0,0,0,0,null
2/2/26,2/4/26,Money Management,Capital,389749.7969,0,0,0,0,466784.3832
8/25/25,8/28/25,Money Management,Multicurrency Settlement,335736.8199,0,0,0,0,308816.4966
2/19/24,2/25/24,Money Management,Multicurrency Settlement,105654.5586,0,0,0,0,null
1/6/25,1/10/25,Money Management,Capital,359901.92,0,0,0,0,208610.9304
8/10/26,8/15/26,Money Management,Instant Payouts,null,0,0,0,0,422139.5271
9/8/25,9/8/25,Money Management,Multicurrency Settlement,626687.5843,0,0,0,0,539799.0415
5/11/26,5/17/26,Money Management,Capital,null,0,0,0,0,113230.8623
5/13/24,5/16/24,Money Management,Instant Payouts,108924.826,0,0,0,0,null
8/31/26,9/1/26,Money Management,Instant Payouts,null,0,0,0,0,508417.1164
4/14/25,4/17/25,Money Management,Connect,964541.2533,0,0,0,0,930177.9928
10/23/23,10/23/23,Money Management,Multicurrency Settlement,224798.5444,0,0,0,0,null
8/26/24,9/1/24,Money Management,Instant Payouts,5488991.033,0,0,0,0,null
7/21/25,7/26/25,Money Management,Capital,90423.99335,0,0,0,0,92776.10355
1/6/25,1/12/25,Money Management,Capital,101437.1,0,0,0,0,81907.63285
5/2/22,5/7/22,Money Management,Connect,25443.23956,0,0,0,0,null
10/25/21,10/27/21,Money Management,Connect,442569.1495,0,0,0,0,null
10/27/25,10/31/25,Money Management,Capital,539385.4404,0,0,0,0,617578.9735
2/2/26,2/5/26,Money Management,Instant Payouts,449745.4362,0,0,0,0,379687.5202
3/9/26,3/11/26,Money Management,Instant Payouts,416434.8334,0,0,0,0,400477.7469
9/4/23,9/5/23,Money Management,Connect,30047.54065,0,0,0,0,null
11/9/26,11/12/26,Money Management,Connect,null,0,0,0,0,1472881.205
8/4/25,8/10/25,Money Management,Connect,807808.1339,0,0,0,0,724646.4928
4/13/26,4/14/26,Money Management,Connect,null,0,0,0,0,1394195.494
11/4/24,11/8/24,Money Management,Capital,264534.04,0,0,0,0,null
1/11/21,1/12/21,Money Management,Instant Payouts,-3196770.545,0,0,0,0,null
7/7/25,7/8/25,Money Management,Capital,364931.98,0,0,0,0,249065.1421
6/1/26,6/3/26,Money Management,Capital,null,0,0,0,0,491395.9643
4/22/24,4/28/24,Money Management,Connect,17670.97694,0,0,0,0,null
4/24/23,4/30/23,Money Management,Connect,249233.8561,0,0,0,0,null
6/17/24,6/17/24,Money Management,Capital,264755.9952,0,0,0,0,null
3/10/25,3/13/25,Money Management,Multicurrency Settlement,279695.7915,0,0,0,0,295139.4484
7/24/23,7/26/23,Money Management,Instant Payouts,76550.50567,0,0,0,0,null
3/1/21,3/2/21,Money Management,Connect,-102908.1554,0,0,0,0,null
7/24/23,7/25/23,Money Management,Capital,171918.5124,0,0,0,0,null
5/3/21,5/6/21,Money Management,Instant Payouts,177806.5968,0,0,0,0,null
2/28/22,3/1/22,Money Management,Instant Payouts,185260.4705,0,0,0,0,null
9/21/26,9/21/26,Money Management,Capital,null,0,0,0,0,395038.1007
12/5/22,12/8/22,Money Management,Multicurrency Settlement,128280.1005,0,0,0,0,null
8/26/24,9/1/24,Money Management,Connect,23363901.62,0,0,0,0,null
7/17/23,7/17/23,Money Management,Connect,-3736.15116,0,0,0,0,null
12/27/21,12/27/21,Money Management,Capital,107641.3115,0,0,0,0,null
7/10/23,7/16/23,Money Management,Multicurrency Settlement,87030.46172,0,0,0,0,null
8/11/25,8/11/25,Money Management,Multicurrency Settlement,479268.3156,0,0,0,0,482271.8089
10/9/23,10/15/23,Money Management,Instant Payouts,61098.32415,0,0,0,0,null
12/2/24,12/7/24,Money Management,Instant Payouts,113574.1987,0,0,0,0,null
1/31/22,2/3/22,Money Management,Instant Payouts,167207.2576,0,0,0,0,null
6/6/22,6/10/22,Money Management,Multicurrency Settlement,44563.57521,0,0,0,0,null
4/14/25,4/20/25,Money Management,Instant Payouts,271128.2337,0,0,0,0,288643.0964
10/17/22,10/20/22,Money Management,Multicurrency Settlement,-3047.342689,0,0,0,0,null
10/25/21,10/25/21,Money Management,Capital,86237.73,0,0,0,0,null
1/31/22,2/6/22,Money Management,Instant Payouts,172089.5553,0,0,0,0,null
2/12/24,2/17/24,Money Management,Capital,99549.34739,0,0,0,0,null
9/22/25,9/26/25,Money Management,Connect,587746.1483,0,0,0,0,617846.9259
7/21/25,7/24/25,Money Management,Connect,1052617.948,0,0,0,0,1062940.253
5/13/24,5/17/24,Money Management,Capital,298490.4712,0,0,0,0,null
12/12/22,12/15/22,Money Management,Connect,741751.9327,0,0,0,0,null
7/22/24,7/26/24,Money Management,Instant Payouts,158378.82,0,0,0,0,null
3/20/23,3/23/23,Money Management,Multicurrency Settlement,165451.3543,0,0,0,0,null
6/27/22,6/29/22,Money Management,Instant Payouts,180700.4113,0,0,0,0,null
2/26/24,2/26/24,Money Management,Capital,201069.9793,0,0,0,0,null
5/16/22,5/19/22,Money Management,Connect,487833.011,0,0,0,0,null
11/6/23,11/7/23,Money Management,Connect,38911.26617,0,0,0,0,null
6/27/22,6/27/22,Money Management,Instant Payouts,208982.4544,0,0,0,0,null
6/27/22,7/1/22,Money Management,Multicurrency Settlement,73051.64139,0,0,0,0,null
8/3/26,8/7/26,Money Management,Capital,null,0,0,0,0,340033.6141
1/5/26,1/5/26,Money Management,Multicurrency Settlement,656692.511,0,0,0,0,711132.9156
3/31/25,4/4/25,Money Management,Multicurrency Settlement,181389.9005,0,0,0,0,229505.6489
6/26/23,6/26/23,Money Management,Instant Payouts,91679.89523,0,0,0,0,null
8/1/22,8/6/22,Money Management,Instant Payouts,177529.0263,0,0,0,0,null
6/15/26,6/21/26,Money Management,Capital,null,0,0,0,0,121670.0685
2/7/22,2/8/22,Money Management,Connect,379883.7877,0,0,0,0,null
1/8/24,1/14/24,Money Management,Instant Payouts,59868.97451,0,0,0,0,null
3/17/25,3/18/25,Money Management,Multicurrency Settlement,237359.2977,0,0,0,0,243211.1431
9/12/22,9/14/22,Money Management,Multicurrency Settlement,67872.83263,0,0,0,0,null
6/17/24,6/18/24,Money Management,Connect,28209.57529,0,0,0,0,null
5/27/24,5/31/24,Money Management,Multicurrency Settlement,185628.8063,0,0,0,0,null
10/12/26,10/14/26,Money Management,Instant Payouts,null,0,0,0,0,466662.1558
9/14/26,9/16/26,Money Management,Multicurrency Settlement,null,0,0,0,0,422288.3162
8/25/25,8/30/25,Money Management,Capital,94427.37,0,0,0,0,86099.83288
5/20/24,5/24/24,Money Management,Connect,-256532.2656,0,0,0,0,null
3/11/24,3/11/24,Money Management,Multicurrency Settlement,435401.1911,0,0,0,0,null
5/29/23,6/4/23,Money Management,Connect,13406.69808,0,0,0,0,null
7/20/26,7/26/26,Money Management,Capital,null,0,0,0,0,117364.0898
8/4/25,8/7/25,Money Management,Connect,1175764.539,0,0,0,0,1486362.638
10/18/21,10/23/21,Money Management,Instant Payouts,150563.2484,0,0,0,0,null
12/21/26,12/26/26,Money Management,Instant Payouts,null,0,0,0,0,450326.8905
8/1/22,8/3/22,Money Management,Instant Payouts,183163.5323,0,0,0,0,null
1/13/25,1/14/25,Money Management,Instant Payouts,150059.7849,0,0,0,0,344026.3798
3/30/26,4/2/26,Money Management,Instant Payouts,null,0,0,0,0,389893.3707
6/5/23,6/5/23,Money Management,Connect,28752.3157,0,0,0,0,null
9/4/23,9/9/23,Money Management,Connect,13012.85743,0,0,0,0,null
10/31/22,11/2/22,Money Management,Multicurrency Settlement,79483.55924,0,0,0,0,null
1/6/25,1/11/25,Money Management,Connect,-1258532.804,0,0,0,0,142438.6139
11/6/23,11/8/23,Money Management,Capital,179079.7852,0,0,0,0,null
10/2/23,10/5/23,Money Management,Connect,38291.33787,0,0,0,0,null
7/7/25,7/12/25,Money Management,Instant Payouts,317256.3744,0,0,0,0,341391.9583
1/23/23,1/28/23,Money Management,Multicurrency Settlement,-513.5270513,0,0,0,0,null
8/21/23,8/25/23,Money Management,Multicurrency Settlement,101884.0924,0,0,0,0,null
4/3/23,4/4/23,Money Management,Connect,945207.8631,0,0,0,0,null
7/14/25,7/17/25,Money Management,Connect,1115564.687,0,0,0,0,1062940.253
3/28/22,4/2/22,Money Management,Instant Payouts,175170.5402,0,0,0,0,null
10/3/22,10/6/22,Money Management,Instant Payouts,211424.4547,0,0,0,0,null
7/8/24,7/14/24,Money Management,Instant Payouts,80792.06898,0,0,0,0,null
9/6/21,9/12/21,Money Management,Instant Payouts,150163.5104,0,0,0,0,null
7/19/21,7/23/21,Money Management,Capital,118264.77,0,0,0,0,null
9/19/22,9/22/22,Money Management,Instant Payouts,193359.1288,0,0,0,0,null
8/8/22,8/13/22,Money Management,Connect,20357.43955,0,0,0,0,null
7/11/22,7/11/22,Money Management,Capital,121334.687,0,0,0,0,null
11/30/26,12/3/26,Money Management,Connect,null,0,0,0,0,1927538.007
6/17/24,6/23/24,Money Management,Connect,13898.50304,0,0,0,0,null
6/6/22,6/9/22,Money Management,Multicurrency Settlement,72125.70396,0,0,0,0,null
1/17/22,1/21/22,Money Management,Capital,178930.1867,0,0,0,0,null
4/3/23,4/5/23,Money Management,Instant Payouts,204997.5579,0,0,0,0,null
8/25/25,8/26/25,Money Management,Connect,1352898.554,0,0,0,0,1333412.259
4/11/22,4/11/22,Money Management,Capital,113441.084,0,0,0,0,null
4/13/26,4/18/26,Money Management,Instant Payouts,null,0,0,0,0,383793.0521
1/16/23,1/21/23,Money Management,Instant Payouts,181086.4185,0,0,0,0,null
4/3/23,4/8/23,Money Management,Connect,20553.78997,0,0,0,0,null
3/18/24,3/22/24,Money Management,Capital,262476.2718,0,0,0,0,null
9/18/23,9/19/23,Money Management,Multicurrency Settlement,172518.7419,0,0,0,0,null
11/18/24,11/23/24,Money Management,Multicurrency Settlement,0.18493608,0,0,0,0,null
9/30/24,10/4/24,Money Management,Connect,87390.43032,0,0,0,0,null
8/12/24,8/15/24,Money Management,Connect,22292.13683,0,0,0,0,null
10/20/25,10/21/25,Money Management,Instant Payouts,404523.1675,0,0,0,0,393265.093
9/8/25,9/14/25,Money Management,Multicurrency Settlement,76335.26688,0,0,0,0,116431.6686
5/4/26,5/4/26,Money Management,Connect,null,0,0,0,0,2132100.901
7/24/23,7/26/23,Money Management,Capital,262209.9464,0,0,0,0,null
12/2/24,12/5/24,Money Management,Instant Payouts,162481.6433,0,0,0,0,null
4/10/23,4/12/23,Money Management,Capital,181157.4029,0,0,0,0,null
8/12/24,8/14/24,Money Management,Capital,234797.1639,0,0,0,0,null
7/13/20,7/16/20,Money Management,Connect,-3041392.873,0,0,0,0,null
6/15/26,6/16/26,Money Management,Multicurrency Settlement,null,0,0,0,0,303333.7265
5/29/23,6/4/23,Money Management,Capital,71879.02585,0,0,0,0,null
11/4/24,11/8/24,Money Management,Instant Payouts,186222.7594,0,0,0,0,null
12/11/23,12/17/23,Money Management,Instant Payouts,57030.21446,0,0,0,0,null
9/9/24,9/11/24,Money Management,Connect,43371.8445,0,0,0,0,null
10/16/23,10/18/23,Money Management,Connect,69877.9385,0,0,0,0,null
9/22/25,9/27/25,Money Management,Instant Payouts,337809.152,0,0,0,0,365161.1374
6/8/26,6/9/26,Money Management,Connect,null,0,0,0,0,1629562.527
1/26/26,1/27/26,Money Management,Multicurrency Settlement,315085.6807,0,0,0,0,303534.3566
10/10/22,10/10/22,Money Management,Connect,766328.7896,0,0,0,0,null
4/24/23,4/26/23,Money Management,Instant Payouts,69214.14691,0,0,0,0,null
7/27/26,8/2/26,Money Management,Instant Payouts,null,0,0,0,0,417943.4451
5/13/24,5/19/24,Money Management,Capital,100076.5402,0,0,0,0,null
10/10/22,10/10/22,Money Management,Instant Payouts,210039.2793,0,0,0,0,null
2/13/23,2/14/23,Money Management,Capital,139472.5253,0,0,0,0,null
7/4/22,7/6/22,Money Management,Capital,241541.1992,0,0,0,0,null
11/23/26,11/27/26,Money Management,Capital,null,0,0,0,0,327271.3852
2/24/25,2/27/25,Money Management,Connect,932850.3688,0,0,0,0,975327.8069
