reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
2/9/26,2/12/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
3/23/26,3/27/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/4/26,5/6/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/20/26,4/21/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/29/26,7/2/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/2/26,11/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/24/25,2/26/25,Money Management,Faster Payouts,,0,0,0,0,0,0
11/16/26,11/21/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/14/26,12/15/26,Money Management,Bridge,,0,0,0,0,null,0
12/22/25,12/22/25,Money Management,Bridge,,0,0,0,0,0,0
11/23/26,11/27/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/1/25,9/5/25,Money Management,Bridge,,0,0,0,0,0,0
9/7/26,9/12/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/31/26,8/31/26,Money Management,Other BaaS Products,,0,0,0,0,null,171840
3/31/25,3/31/25,Money Management,Financial Accounts,,0,0,0,0,2383357.851,770720.1128
9/22/25,9/26/25,Money Management,Mass Payouts,,0,0,0,0,4130.38074,0
1/20/25,1/20/25,Money Management,Faster Payouts,,0,0,0,0,705.3863538,0
11/11/24,11/15/24,Money Management,Mass Payouts,,0,0,0,0,1301.5,null
2/17/25,2/18/25,Money Management,Other BaaS Products,,0,0,0,0,-5094.6,0
9/23/24,9/27/24,Money Management,Financial Accounts,,0,0,0,0,0,null
8/25/25,8/29/25,Money Management,Other BaaS Products,,0,0,0,0,-2796.61,0
1/22/24,1/23/24,Money Management,Other BaaS Products,,0,0,0,0,-7559.61,null
1/13/25,1/13/25,Money Management,Faster Payouts,,0,0,0,0,0,0
9/9/24,9/13/24,Money Management,Other BaaS Products,,0,0,0,0,-6883.88,null
12/2/24,12/4/24,Money Management,Mass Payouts,,0,0,0,0,549.75,null
4/1/24,4/5/24,Money Management,Financial Accounts,,0,0,0,0,-318750,null
3/7/22,3/13/22,Money Management,Other BaaS Products,,0,0,0,0,-9811.46,null
7/21/25,7/26/25,Money Management,Mass Payouts,,0,0,0,0,36.11880026,0
3/16/26,3/21/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/2/23,10/6/23,Money Management,Financial Accounts,,0,0,0,0,-770352.95,null
3/20/23,3/25/23,Money Management,Other BaaS Products,,0,0,0,0,-7546.86,null
12/22/25,12/28/25,Money Management,Faster Payouts,,0,0,0,0,80912.74599,0
6/30/25,7/6/25,Money Management,Faster Payouts,,0,0,0,0,10281.52541,0
11/24/25,11/30/25,Money Management,Financial Accounts,,0,0,0,0,3331705.132,936677.0388
5/8/23,5/12/23,Money Management,Other BaaS Products,,0,0,0,0,-9679.49,null
7/28/25,7/31/25,Money Management,Bridge,,0,0,0,0,3338525.5,3338525.5
6/9/25,6/12/25,Money Management,Financial Accounts,,0,0,0,0,17135.79,0
9/4/23,9/8/23,Money Management,Financial Accounts,,0,0,0,0,-719314.73,null
11/14/22,11/15/22,Money Management,Other BaaS Products,,0,0,0,0,-8443.49,null
12/16/24,12/19/24,Money Management,Mass Payouts,,0,0,0,0,534.4811997,null
2/26/24,2/29/24,Money Management,Financial Accounts,,0,0,0,0,1273670.48,null
3/16/26,3/19/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/11/22,4/14/22,Money Management,Other BaaS Products,,0,0,0,0,-12918.67,null
2/17/25,2/23/25,Money Management,Other BaaS Products,,0,0,0,0,-2118.85,0
1/19/26,1/20/26,Money Management,Other BaaS Products,,0,0,0,0,-2623.4,0
2/26/24,3/1/24,Money Management,Faster Payouts,,0,0,0,0,70427.22744,null
12/26/22,12/31/22,Money Management,Other BaaS Products,,0,0,0,0,349731.02,null
10/2/23,10/8/23,Money Management,Other BaaS Products,,0,0,0,0,-3252.64,null
2/19/24,2/23/24,Money Management,Other BaaS Products,,0,0,0,0,-5428.13,null
5/26/25,6/1/25,Money Management,Financial Accounts,,0,0,0,0,-5945.13,0
2/23/26,2/26/26,Money Management,Mass Payouts,,0,0,0,0,18283.07165,0
1/24/22,1/28/22,Money Management,Other BaaS Products,,0,0,0,0,-8699.11,null
12/15/25,12/16/25,Money Management,Mass Payouts,,0,0,0,0,6310.989379,0
10/27/25,10/31/25,Money Management,Mass Payouts,,0,0,0,0,3523.020035,57410.06598
10/28/24,10/28/24,Money Management,Other BaaS Products,,0,0,0,0,-3737.83,null
11/1/21,11/6/21,Money Management,Other BaaS Products,,0,0,0,0,-12971.29,null
1/13/25,1/14/25,Money Management,Financial Accounts,,0,0,0,0,0,0
10/13/25,10/16/25,Money Management,Faster Payouts,,0,0,0,0,19369.15063,0
1/10/22,1/13/22,Money Management,Other BaaS Products,,0,0,0,0,-9999.85,null
4/21/25,4/23/25,Money Management,Financial Accounts,,0,0,0,0,-4335.118625,0
10/10/22,10/14/22,Money Management,Other BaaS Products,,0,0,0,0,-11928.56,null
1/1/24,1/1/24,Money Management,Other BaaS Products,,0,0,0,0,-7351.53,null
10/27/25,10/30/25,Money Management,Other BaaS Products,,0,0,0,0,-4054.29,0
3/3/25,3/7/25,Money Management,Bridge,,0,0,0,0,0,0
3/23/26,3/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/3/26,8/8/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/12/26,1/16/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
5/11/26,5/15/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/26/26,10/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/21/26,12/27/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/20/26,7/22/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/4/26,5/7/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/20/26,4/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/11/26,5/13/26,Money Management,Bridge,,0,0,0,0,null,0
7/13/26,7/16/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/23/26,11/24/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/8/26,6/8/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/13/26,7/18/26,Money Management,Bridge,,0,0,0,0,null,0
12/7/26,12/12/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/8/26,6/13/26,Money Management,Bridge,,0,0,0,0,null,0
5/4/26,5/9/26,Money Management,Bridge,,0,0,0,0,null,0
5/4/26,5/9/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/7/25,4/7/25,Money Management,Bridge,,0,0,0,0,0,0
4/21/25,4/21/25,Money Management,Bridge,,0,0,0,0,0,0
4/20/26,4/20/26,Money Management,Bridge,,0,0,0,0,null,0
10/5/26,10/11/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/29/26,6/29/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/25/26,5/25/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/13/26,4/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/17/26,8/23/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/6/26,7/6/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/22/26,6/25/26,Money Management,Financial Accounts,,0,0,0,0,null,0
9/22/25,9/26/25,Money Management,Bridge,,0,0,0,0,0,0
8/17/26,8/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
3/3/25,3/8/25,Money Management,Faster Payouts,,0,0,0,0,0,0
9/7/26,9/11/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/23/26,2/26/26,Money Management,Bridge,,0,0,0,0,0,0
9/9/24,9/11/24,Money Management,Other BaaS Products,,0,0,0,0,-10808.81,null
8/4/25,8/9/25,Money Management,Other BaaS Products,,0,0,0,0,-3123.42,0
12/22/25,12/26/25,Money Management,Other BaaS Products,,0,0,0,0,-1365.11,0
7/22/24,7/24/24,Money Management,Other BaaS Products,,0,0,0,0,-6663.49,null
9/25/23,9/27/23,Money Management,Financial Accounts,,0,0,0,0,-207.59,null
1/26/26,2/1/26,Money Management,Financial Accounts,,0,0,0,0,-14655.64915,0
7/11/22,7/12/22,Money Management,Other BaaS Products,,0,0,0,0,-10624.11,null
9/19/22,9/24/22,Money Management,Other BaaS Products,,0,0,0,0,-8075.49,null
11/24/25,11/24/25,Money Management,Other BaaS Products,,0,0,0,0,-2088.62,0
3/2/26,3/5/26,Money Management,Other BaaS Products,,0,0,0,0,-3496.07,0
3/2/26,3/8/26,Money Management,Mass Payouts,,0,0,0,0,26149.42876,0
6/23/25,6/27/25,Money Management,Mass Payouts,,0,0,0,0,2840.127132,0
5/15/23,5/19/23,Money Management,Other BaaS Products,,0,0,0,0,-7319.38,null
8/4/25,8/9/25,Money Management,Mass Payouts,,0,0,0,0,82.65,0
7/14/25,7/17/25,Money Management,Faster Payouts,,0,0,0,0,22508.72211,0
3/17/25,3/19/25,Money Management,Mass Payouts,,0,0,0,0,725.4103999,0
4/13/20,4/17/20,Money Management,Other BaaS Products,,0,0,0,0,0,null
11/24/25,11/26/25,Money Management,Other BaaS Products,,0,0,0,0,-3343.99,0
1/13/25,1/15/25,Money Management,Financial Accounts,,0,0,0,0,-157108.99,0
12/22/25,12/27/25,Money Management,Mass Payouts,,0,0,0,0,6245.820715,0
6/9/25,6/14/25,Money Management,Faster Payouts,,0,0,0,0,13884.83037,0
6/10/24,6/12/24,Money Management,Mass Payouts,,0,0,0,0,18.25,null
8/18/25,8/19/25,Money Management,Mass Payouts,,0,0,0,0,2466.94705,0
4/18/22,4/18/22,Money Management,Other BaaS Products,,0,0,0,0,-6719.23,null
8/29/22,9/1/22,Money Management,Other BaaS Products,,0,0,0,0,-7551.94,null
4/21/25,4/27/25,Money Management,Financial Accounts,,0,0,0,0,-4531.24,0
6/17/24,6/21/24,Money Management,Financial Accounts,,0,0,0,0,0,null
8/15/22,8/15/22,Money Management,Other BaaS Products,,0,0,0,0,-12235.08,null
11/24/25,11/27/25,Money Management,Other BaaS Products,,0,0,0,0,-2612.99,0
11/20/23,11/26/23,Money Management,Other BaaS Products,,0,0,0,0,-3437.52,null
12/9/24,12/14/24,Money Management,Mass Payouts,,0,0,0,0,74.5,null
2/6/23,2/9/23,Money Management,Financial Accounts,,0,0,0,0,-12602.34,null
8/11/25,8/11/25,Money Management,Other BaaS Products,,0,0,0,0,-2538.55,0
2/24/20,2/29/20,Money Management,Other BaaS Products,,0,0,0,0,473750.8943,null
11/10/25,11/15/25,Money Management,Mass Payouts,,0,0,0,0,254.059578,0
5/22/23,5/22/23,Money Management,Other BaaS Products,,0,0,0,0,-4939.98,null
9/16/24,9/18/24,Money Management,Mass Payouts,,0,0,0,0,40,null
7/25/22,7/28/22,Money Management,Other BaaS Products,,0,0,0,0,-9501.86,null
1/30/23,2/4/23,Money Management,Other BaaS Products,,0,0,0,0,-8334.41,null
7/4/22,7/6/22,Money Management,Other BaaS Products,,0,0,0,0,-8776.88,null
2/12/24,2/17/24,Money Management,Other BaaS Products,,0,0,0,0,-5177.81,null
3/17/25,3/19/25,Money Management,Other BaaS Products,,0,0,0,0,-5252.36,0
11/6/23,11/7/23,Money Management,Financial Accounts,,0,0,0,0,-608427.71,null
9/22/25,9/22/25,Money Management,Faster Payouts,,0,0,0,0,31142.23204,0
11/10/25,11/14/25,Money Management,Mass Payouts,,0,0,0,0,3086.326524,0
6/3/24,6/4/24,Money Management,Other BaaS Products,,0,0,0,0,-9544.22,null
6/27/22,6/29/22,Money Management,Other BaaS Products,,0,0,0,0,-9280.66,null
2/3/25,2/3/25,Money Management,Mass Payouts,,0,0,0,0,456.5,0
11/10/25,11/12/25,Money Management,Faster Payouts,,0,0,0,0,26851.23055,0
12/23/24,12/23/24,Money Management,Mass Payouts,,0,0,0,0,552.75,null
1/9/23,1/9/23,Money Management,Other BaaS Products,,0,0,0,0,-3681.22,null
6/2/25,6/6/25,Money Management,Other BaaS Products,,0,0,0,0,-4179.46,0
6/17/24,6/18/24,Money Management,Mass Payouts,,0,0,0,0,14,null
11/16/26,11/22/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/27/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/27/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/11/26,5/14/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/12/26,10/17/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/13/26,7/13/26,Money Management,Bridge,,0,0,0,0,null,0
12/7/26,12/9/26,Money Management,Bridge,,0,0,0,0,null,0
3/3/25,3/3/25,Money Management,Bridge,,0,0,0,0,0,0
10/6/25,10/7/25,Money Management,Bridge,,0,0,0,0,0,0
7/27/26,7/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/28/25,4/29/25,Money Management,Bridge,,0,0,0,0,0,0
4/27/26,5/2/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/19/26,10/24/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/15/26,6/20/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/19/26,10/19/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/9/26,2/15/26,Money Management,Bridge,,0,0,0,0,0,0
6/9/25,6/10/25,Money Management,Bridge,,0,0,0,0,0,0
11/2/26,11/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/6/26,7/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/6/26,7/7/26,Money Management,Bridge,,0,0,0,0,null,0
11/23/26,11/26/26,Money Management,Faster Payouts,,0,0,0,0,null,0
10/6/25,10/6/25,Money Management,Bridge,,0,0,0,0,0,0
11/30/26,12/1/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/8/26,6/9/26,Money Management,Bridge,,0,0,0,0,null,0
9/14/26,9/20/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/2/26,2/5/26,Money Management,Bridge,,0,0,0,0,0,0
10/5/26,10/7/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/23/26,11/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/13/25,1/18/25,Money Management,Financial Accounts,,0,0,0,0,0,0
1/27/25,1/30/25,Money Management,Financial Accounts,,0,0,0,0,0,0
10/19/26,10/19/26,Money Management,Mass Payouts,,0,0,0,0,null,0
1/27/25,2/1/25,Money Management,Bridge,,0,0,0,0,0,0
5/4/26,5/4/26,Money Management,Bridge,,0,0,0,0,null,0
12/8/25,12/10/25,Money Management,Financial Accounts,,0,0,0,0,-3954.363918,0
3/4/24,3/5/24,Money Management,Other BaaS Products,,0,0,0,0,-8211.41,null
10/6/25,10/8/25,Money Management,Mass Payouts,,0,0,0,0,1902.05347,0
5/15/23,5/16/23,Money Management,Other BaaS Products,,0,0,0,0,-9800.9,null
12/8/25,12/13/25,Money Management,Faster Payouts,,0,0,0,0,22260.48445,0
10/30/23,11/1/23,Money Management,Other BaaS Products,,0,0,0,0,-14450.33,null
3/9/26,3/15/26,Money Management,Other BaaS Products,,0,0,0,0,-2317.3,0
2/24/25,2/24/25,Money Management,Other BaaS Products,,0,0,0,0,-3898.03,0
12/2/24,12/3/24,Money Management,Other BaaS Products,,0,0,0,0,-8095.34,null
11/1/21,11/5/21,Money Management,Other BaaS Products,,0,0,0,0,-10833.99,null
4/28/25,5/4/25,Money Management,Financial Accounts,,0,0,0,0,-4429.65,0
7/31/23,8/5/23,Money Management,Financial Accounts,,0,0,0,0,-1212645.32,null
12/23/24,12/28/24,Money Management,Other BaaS Products,,0,0,0,0,-3211.06,null
8/9/21,8/14/21,Money Management,Other BaaS Products,,0,0,0,0,-11758.36,null
11/17/25,11/21/25,Money Management,Faster Payouts,,0,0,0,0,34405.86138,0
7/21/25,7/25/25,Money Management,Financial Accounts,,0,0,0,0,-4639.17,0
11/4/24,11/6/24,Money Management,Mass Payouts,,0,0,0,0,148,null
4/1/24,4/2/24,Money Management,Other BaaS Products,,0,0,0,0,-19080.35,null
5/19/25,5/24/25,Money Management,Faster Payouts,,0,0,0,0,12418.02603,0
5/26/25,5/31/25,Money Management,Other BaaS Products,,0,0,0,0,210628.1,54117.16
6/5/23,6/5/23,Money Management,Financial Accounts,,0,0,0,0,-89.47,null
12/19/22,12/20/22,Money Management,Other BaaS Products,,0,0,0,0,-7256.88,null
4/8/24,4/11/24,Money Management,Other BaaS Products,,0,0,0,0,-6698.4,null
5/26/25,5/29/25,Money Management,Faster Payouts,,0,0,0,0,19743.08295,0
3/9/26,3/14/26,Money Management,Faster Payouts,,0,0,0,0,38321.95871,0
7/8/24,7/12/24,Money Management,Financial Accounts,,0,0,0,0,-544002.47,null
6/2/25,6/6/25,Money Management,Financial Accounts,,0,0,0,0,1374124.53,0
5/1/23,5/1/23,Money Management,Financial Accounts,,0,0,0,0,-50862.92,null
1/25/21,1/31/21,Money Management,Other BaaS Products,,0,0,0,0,172917.2057,null
10/6/25,10/12/25,Money Management,Faster Payouts,,0,0,0,0,17485.76638,0
6/30/25,7/2/25,Money Management,Mass Payouts,,0,0,0,0,1853.330696,0
9/22/25,9/27/25,Money Management,Other BaaS Products,,0,0,0,0,-3354.87,0
4/26/21,4/30/21,Money Management,Financial Accounts,,0,0,0,0,9280.7,null
8/21/23,8/21/23,Money Management,Other BaaS Products,,0,0,0,0,-4945.53,null
8/26/24,9/1/24,Money Management,Faster Payouts,,0,0,0,0,128319.2074,null
11/29/21,11/30/21,Money Management,Financial Accounts,,0,0,0,0,-62372.81,null
6/16/25,6/17/25,Money Management,Other BaaS Products,,0,0,0,0,-4657.76,0
7/14/25,7/20/25,Money Management,Faster Payouts,,0,0,0,0,13414.83562,0
9/29/25,10/5/25,Money Management,Other BaaS Products,,0,0,0,0,-5755.96,0
11/25/24,11/25/24,Money Management,Mass Payouts,,0,0,0,0,536.5,null
9/8/25,9/11/25,Money Management,Mass Payouts,,0,0,0,0,2500.498225,0
8/25/25,8/26/25,Money Management,Faster Payouts,,0,0,0,0,23729.90808,0
10/18/21,10/18/21,Money Management,Other BaaS Products,,0,0,0,0,-5588.95,null
8/15/22,8/19/22,Money Management,Other BaaS Products,,0,0,0,0,-7964.15,null
7/29/24,8/4/24,Money Management,Other BaaS Products,,0,0,0,0,-3018.14,null
10/5/26,10/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/14/25,7/16/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/12/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/21/26,9/24/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/31/26,8/31/26,Money Management,Mass Payouts,,0,0,0,0,null,465463.44
11/16/26,11/19/26,Money Management,Financial Accounts,,0,0,0,0,null,0
3/10/25,3/14/25,Money Management,Faster Payouts,,0,0,0,0,0,0
9/29/25,10/4/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/6/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/7/26,12/13/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/22/26,6/27/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/13/26,4/18/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
3/17/25,3/23/25,Money Management,Faster Payouts,,0,0,0,0,0,0
4/27/26,5/2/26,Money Management,Bridge,,0,0,0,0,null,0
5/25/26,5/26/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/24/26,8/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/21/26,12/25/26,Money Management,Financial Accounts,,0,0,0,0,null,0
9/14/26,9/17/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/20/26,4/25/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/5/26,10/11/26,Money Management,Bridge,,0,0,0,0,null,0
5/11/26,5/17/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/21/26,12/27/26,Money Management,Bridge,,0,0,0,0,null,0
10/5/26,10/7/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/30/26,11/30/26,Money Management,Bridge,,0,0,0,0,null,8441000
4/7/25,4/10/25,Money Management,Bridge,,0,0,0,0,0,0
2/24/25,2/26/25,Money Management,Financial Accounts,,0,0,0,0,0,0
6/8/26,6/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/17/26,8/23/26,Money Management,Bridge,,0,0,0,0,null,0
6/22/26,6/28/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/27/26,7/31/26,Money Management,Faster Payouts,,0,0,0,0,null,1402196.57
9/7/26,9/10/26,Money Management,Bridge,,0,0,0,0,null,0
10/19/26,10/24/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/12/25,5/14/25,Money Management,Bridge,,0,0,0,0,0,0
5/11/26,5/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/11/26,5/16/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/24/26,8/29/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/27/26,7/27/26,Money Management,Bridge,,0,0,0,0,null,0
4/7/25,4/7/25,Money Management,Mass Payouts,,0,0,0,0,0,0
1/13/25,1/18/25,Money Management,Faster Payouts,,0,0,0,0,0,0
7/27/26,7/30/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/25/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/10/25,11/11/25,Money Management,Other BaaS Products,,0,0,0,0,-3656.77,0
9/27/21,9/27/21,Money Management,Other BaaS Products,,0,0,0,0,-6614.22,null
6/30/25,7/5/25,Money Management,Other BaaS Products,,0,0,0,0,-1782.53,0
8/11/25,8/17/25,Money Management,Financial Accounts,,0,0,0,0,-4956.456777,0
12/8/25,12/12/25,Money Management,Mass Payouts,,0,0,0,0,6516.205029,0
3/31/25,3/31/25,Money Management,Bridge,,0,0,0,0,1981542.36,1981542.36
11/11/24,11/16/24,Money Management,Mass Payouts,,0,0,0,0,69,null
3/9/26,3/14/26,Money Management,Mass Payouts,,0,0,0,0,14691.04335,0
2/16/26,2/21/26,Money Management,Financial Accounts,,0,0,0,0,-6803.358456,0
7/22/24,7/22/24,Money Management,Other BaaS Products,,0,0,0,0,-4397.3,null
12/23/24,12/26/24,Money Management,Other BaaS Products,,0,0,0,0,-1799.7,null
12/22/25,12/22/25,Money Management,Other BaaS Products,,0,0,0,0,-1486.75,0
1/10/22,1/12/22,Money Management,Financial Accounts,,0,0,0,0,-640464.4,null
1/27/25,2/2/25,Money Management,Other BaaS Products,,0,0,0,0,-16610.67,0
6/10/24,6/13/24,Money Management,Other BaaS Products,,0,0,0,0,-6439.55,null
7/28/25,7/31/25,Money Management,Financial Accounts,,0,0,0,0,915143.0836,744131.5513
12/1/25,12/7/25,Money Management,Other BaaS Products,,0,0,0,0,-2214.35,0
1/6/25,1/10/25,Money Management,Faster Payouts,,0,0,0,0,-165301.2728,0
1/13/25,1/16/25,Money Management,Financial Accounts,,0,0,0,0,0,0
5/6/24,5/10/24,Money Management,Other BaaS Products,,0,0,0,0,-9705.83,null
11/20/23,11/23/23,Money Management,Other BaaS Products,,0,0,0,0,-6922.37,null
11/21/22,11/27/22,Money Management,Other BaaS Products,,0,0,0,0,-4851.89,null
5/22/23,5/24/23,Money Management,Other BaaS Products,,0,0,0,0,-7526.91,null
7/21/25,7/24/25,Money Management,Financial Accounts,,0,0,0,0,-4505.705535,0
9/25/23,10/1/23,Money Management,Financial Accounts,,0,0,0,0,-102114.85,null
7/1/24,7/4/24,Money Management,Mass Payouts,,0,0,0,0,4,null
2/3/25,2/4/25,Money Management,Mass Payouts,,0,0,0,0,527,0
