reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
9/1/25,9/3/25,Money Management,Faster Payouts,,0,0,0,0,34520.36154,0
11/22/21,11/25/21,Money Management,Other BaaS Products,,0,0,0,0,-9807.26,null
6/17/24,6/17/24,Money Management,Mass Payouts,,0,0,0,0,21,null
3/6/23,3/12/23,Money Management,Other BaaS Products,,0,0,0,0,-6624.46,null
10/20/25,10/21/25,Money Management,Faster Payouts,,0,0,0,0,34026.22016,0
4/14/25,4/14/25,Money Management,Faster Payouts,,0,0,0,0,12694.47673,0
9/23/24,9/26/24,Money Management,Other BaaS Products,,0,0,0,0,-6993.44,null
12/22/25,12/25/25,Money Management,Mass Payouts,,0,0,0,0,4315.49977,0
4/1/24,4/7/24,Money Management,Other BaaS Products,,0,0,0,0,-4192.33,null
12/15/25,12/18/25,Money Management,Financial Accounts,,0,0,0,0,-4343.878628,0
5/29/23,5/31/23,Money Management,Other BaaS Products,,0,0,0,0,299227.27,null
8/4/25,8/6/25,Money Management,Financial Accounts,,0,0,0,0,-2127835.541,0
1/26/26,1/27/26,Money Management,Mass Payouts,,0,0,0,0,14064.29312,0
1/16/23,1/22/23,Money Management,Other BaaS Products,,0,0,0,0,-4771.09,null
9/1/25,9/4/25,Money Management,Bridge,,0,0,0,0,0,0
7/22/24,7/25/24,Money Management,Financial Accounts,,0,0,0,0,0,null
9/15/25,9/20/25,Money Management,Faster Payouts,,0,0,0,0,24457.95767,0
10/21/24,10/22/24,Money Management,Financial Accounts,,0,0,0,0,0,null
3/24/25,3/30/25,Money Management,Other BaaS Products,,0,0,0,0,-3029.9,0
9/16/24,9/20/24,Money Management,Other BaaS Products,,0,0,0,0,-7220.26,null
12/16/24,12/20/24,Money Management,Financial Accounts,,0,0,0,0,0,null
1/26/26,1/30/26,Money Management,Bridge,,0,0,0,0,0,0
1/8/24,1/14/24,Money Management,Other BaaS Products,,0,0,0,0,-3319.85,null
3/2/26,3/3/26,Money Management,Mass Payouts,,0,0,0,0,5617.196469,0
5/6/24,5/12/24,Money Management,Other BaaS Products,,0,0,0,0,-3644.79,null
11/17/25,11/17/25,Money Management,Faster Payouts,,0,0,0,0,27839.62552,0
10/14/24,10/14/24,Money Management,Other BaaS Products,,0,0,0,0,-3667.98,null
12/1/25,12/7/25,Money Management,Mass Payouts,,0,0,0,0,5156.132871,0
7/25/22,7/30/22,Money Management,Other BaaS Products,,0,0,0,0,-9566.02,null
9/22/25,9/24/25,Money Management,Faster Payouts,,0,0,0,0,94679.12407,0
5/12/25,5/15/25,Money Management,Mass Payouts,,0,0,0,0,1.5,0
3/2/26,3/4/26,Money Management,Faster Payouts,,0,0,0,0,53581.56521,0
3/3/25,3/3/25,Money Management,Mass Payouts,,0,0,0,0,539.9103999,0
7/6/26,7/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/16/26,3/22/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/17/26,8/21/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/26/26,1/27/26,Money Management,Bridge,,0,0,0,0,0,0
6/29/26,7/5/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/6/26,7/8/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/24/25,3/24/25,Money Management,Financial Accounts,,0,0,0,0,0,0
11/2/26,11/2/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/27/26,7/28/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/30/26,12/2/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/15/26,6/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
3/31/25,4/6/25,Money Management,Mass Payouts,,0,0,0,0,0,0
9/28/26,10/4/26,Money Management,Bridge,,0,0,0,0,null,0
2/3/25,2/3/25,Money Management,Bridge,,0,0,0,0,0,0
4/20/26,4/24/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/5/25,5/8/25,Money Management,Bridge,,0,0,0,0,0,0
11/10/25,11/15/25,Money Management,Bridge,,0,0,0,0,0,0
2/3/25,2/6/25,Money Management,Bridge,,0,0,0,0,0,0
8/17/26,8/19/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/5/26,10/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/21/26,9/24/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/21/26,12/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/16/26,11/21/26,Money Management,Bridge,,0,0,0,0,null,0
12/21/26,12/26/26,Money Management,Bridge,,0,0,0,0,null,0
12/15/25,12/19/25,Money Management,Bridge,,0,0,0,0,0,0
5/12/25,5/15/25,Money Management,Bridge,,0,0,0,0,0,0
2/24/25,2/24/25,Money Management,Financial Accounts,,0,0,0,0,0,0
12/7/26,12/11/26,Money Management,Bridge,,0,0,0,0,null,0
7/20/26,7/25/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/5/26,1/10/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
12/1/25,12/7/25,Money Management,Bridge,,0,0,0,0,0,0
7/13/26,7/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/24/26,8/26/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/23/26,11/29/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/27/26,7/31/26,Money Management,Financial Accounts,,0,0,0,0,null,1221764.37
8/24/26,8/30/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
1/6/25,1/7/25,Money Management,Financial Accounts,,0,0,0,0,0,0
3/30/26,3/31/26,Money Management,Other BaaS Products,,0,0,0,0,null,65280
10/5/26,10/10/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/1/26,6/5/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/13/26,4/13/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/6/26,7/12/26,Money Management,Bridge,,0,0,0,0,null,0
7/27/26,7/30/26,Money Management,Bridge,,0,0,0,0,null,0
10/12/26,10/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/28/26,9/29/26,Money Management,Bridge,,0,0,0,0,null,0
3/24/25,3/25/25,Money Management,Faster Payouts,,0,0,0,0,0,0
3/31/25,4/1/25,Money Management,Bridge,,0,0,0,0,0,0
2/24/25,3/1/25,Money Management,Bridge,,0,0,0,0,0,0
12/7/26,12/13/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/15/26,6/19/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/5/26,10/10/26,Money Management,Bridge,,0,0,0,0,null,0
8/10/26,8/13/26,Money Management,Bridge,,0,0,0,0,null,0
10/5/26,10/9/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/22/26,6/26/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/27/26,5/1/26,Money Management,Bridge,,0,0,0,0,null,0
7/27/26,7/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/23/26,3/23/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/20/26,7/20/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/6/26,4/9/26,Money Management,Bridge,,0,0,0,0,null,0
10/20/25,10/20/25,Money Management,Bridge,,0,0,0,0,0,0
8/24/26,8/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
3/3/25,3/4/25,Money Management,Faster Payouts,,0,0,0,0,0,0
8/10/26,8/15/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/27/25,10/28/25,Money Management,Other BaaS Products,,0,0,0,0,-3452.93,0
3/11/24,3/14/24,Money Management,Other BaaS Products,,0,0,0,0,-7007.36,null
10/27/25,10/27/25,Money Management,Mass Payouts,,0,0,0,0,2638.178362,0
4/21/25,4/24/25,Money Management,Faster Payouts,,0,0,0,0,13831.41108,0
8/18/25,8/24/25,Money Management,Financial Accounts,,0,0,0,0,-5079.19,0
6/3/24,6/3/24,Money Management,Other BaaS Products,,0,0,0,0,-5338.76,null
8/21/23,8/22/23,Money Management,Financial Accounts,,0,0,0,0,0,null
12/15/25,12/15/25,Money Management,Financial Accounts,,0,0,0,0,-4581.945686,0
1/9/23,1/13/23,Money Management,Other BaaS Products,,0,0,0,0,-7359.09,null
12/12/22,12/12/22,Money Management,Other BaaS Products,,0,0,0,0,-5283.65,null
6/13/22,6/17/22,Money Management,Other BaaS Products,,0,0,0,0,-8088.67,null
7/7/25,7/9/25,Money Management,Other BaaS Products,,0,0,0,0,-3439.3,0
2/17/25,2/22/25,Money Management,Other BaaS Products,,0,0,0,0,-3593.21,0
12/23/24,12/24/24,Money Management,Other BaaS Products,,0,0,0,0,-3498.35,null
7/28/25,8/2/25,Money Management,Faster Payouts,,0,0,0,0,26035.50416,0
9/8/25,9/14/25,Money Management,Faster Payouts,,0,0,0,0,14577.76034,0
10/4/21,10/8/21,Money Management,Other BaaS Products,,0,0,0,0,-11885.71,null
6/13/22,6/15/22,Money Management,Other BaaS Products,,0,0,0,0,-11069.73,null
9/2/24,9/6/24,Money Management,Other BaaS Products,,0,0,0,0,-5782.09,null
3/24/25,3/27/25,Money Management,Financial Accounts,,0,0,0,0,-12386.14415,0
6/3/24,6/6/24,Money Management,Financial Accounts,,0,0,0,0,-1247003.4,null
8/11/25,8/14/25,Money Management,Mass Payouts,,0,0,0,0,2478.093456,0
8/2/21,8/7/21,Money Management,Other BaaS Products,,0,0,0,0,-10396.57,null
8/1/22,8/6/22,Money Management,Other BaaS Products,,0,0,0,0,-12709.31,null
6/28/21,6/30/21,Money Management,Other BaaS Products,,0,0,0,0,284984.7708,null
11/3/25,11/6/25,Money Management,Financial Accounts,,0,0,0,0,-2439181.366,0
10/10/22,10/12/22,Money Management,Other BaaS Products,,0,0,0,0,-9715.68,null
7/14/25,7/20/25,Money Management,Other BaaS Products,,0,0,0,0,-2152.16,0
4/29/24,5/1/24,Money Management,Other BaaS Products,,0,0,0,0,-14074.24,null
8/16/21,8/18/21,Money Management,Other BaaS Products,,0,0,0,0,-11050.68,null
12/13/21,12/19/21,Money Management,Other BaaS Products,,0,0,0,0,-8640.94,null
10/7/24,10/8/24,Money Management,Other BaaS Products,,0,0,0,0,-5206.2,null
3/6/23,3/8/23,Money Management,Other BaaS Products,,0,0,0,0,-7433.57,null
9/30/24,10/4/24,Money Management,Other BaaS Products,,0,0,0,0,-5782.71,null
8/18/25,8/22/25,Money Management,Other BaaS Products,,0,0,0,0,-3053.59,0
9/22/25,9/25/25,Money Management,Other BaaS Products,,0,0,0,0,-2905.05,0
8/12/24,8/13/24,Money Management,Mass Payouts,,0,0,0,0,45,null
3/27/23,4/2/23,Money Management,Financial Accounts,,0,0,0,0,0,null
9/15/25,9/16/25,Money Management,Other BaaS Products,,0,0,0,0,-4392.77,0
12/22/25,12/23/25,Money Management,Mass Payouts,,0,0,0,0,9439.471567,0
12/16/24,12/21/24,Money Management,Financial Accounts,,0,0,0,0,-28.9,null
2/23/26,2/28/26,Money Management,Mass Payouts,,0,0,0,0,2596.632541,80035.39
6/2/25,6/4/25,Money Management,Financial Accounts,,0,0,0,0,-8140.9,0
7/12/21,7/17/21,Money Management,Other BaaS Products,,0,0,0,0,-8232.26,null
9/8/25,9/9/25,Money Management,Other BaaS Products,,0,0,0,0,-3759.48,0
1/3/22,1/7/22,Money Management,Other BaaS Products,,0,0,0,0,-10780.93,null
3/2/26,3/2/26,Money Management,Other BaaS Products,,0,0,0,0,-9156.96,0
1/26/26,1/31/26,Money Management,Financial Accounts,,0,0,0,0,4674084.576,822032.9
8/1/22,8/2/22,Money Management,Financial Accounts,,0,0,0,0,0,null
2/3/25,2/5/25,Money Management,Mass Payouts,,0,0,0,0,545.1895523,0
9/25/23,9/29/23,Money Management,Other BaaS Products,,0,0,0,0,-9248.87,null
9/30/24,9/30/24,Money Management,Financial Accounts,,0,0,0,0,2032773.12,null
1/12/26,1/12/26,Money Management,Financial Accounts,,0,0,0,0,-5309.194425,0
9/8/25,9/8/25,Money Management,Mass Payouts,,0,0,0,0,1949.101561,0
10/12/26,10/14/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/28/26,12/29/26,Money Management,Bridge,,0,0,0,0,null,0
5/25/26,5/27/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/31/26,9/5/26,Money Management,Bridge,,0,0,0,0,null,0
1/26/26,1/27/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
6/1/26,6/1/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/8/26,6/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/6/26,4/8/26,Money Management,Bridge,,0,0,0,0,null,0
6/29/26,7/1/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/16/26,11/18/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/16/26,2/18/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
11/16/26,11/16/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/26/26,10/31/26,Money Management,Other BaaS Products,,0,0,0,0,null,218880
12/21/26,12/21/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/19/26,10/21/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/1/26,6/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/21/26,9/23/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/13/26,7/16/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/4/26,5/4/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/28/26,9/30/26,Money Management,Other BaaS Products,,0,0,0,0,null,182720
11/9/26,11/12/26,Money Management,Bridge,,0,0,0,0,null,0
11/3/25,11/3/25,Money Management,Bridge,,0,0,0,0,0,0
2/10/25,2/13/25,Money Management,Faster Payouts,,0,0,0,0,0,0
10/19/26,10/24/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/20/26,4/21/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/1/26,6/2/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/18/25,8/18/25,Money Management,Bridge,,0,0,0,0,0,0
8/24/26,8/27/26,Money Management,Faster Payouts,,0,0,0,0,null,0
2/23/26,2/26/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
5/18/26,5/18/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/26/22,10/1/22,Money Management,Other BaaS Products,,0,0,0,0,-10549.07,null
10/9/23,10/14/23,Money Management,Other BaaS Products,,0,0,0,0,-5071.91,null
8/19/24,8/20/24,Money Management,Mass Payouts,,0,0,0,0,62.5,null
7/21/25,7/23/25,Money Management,Mass Payouts,,0,0,0,0,2191.139854,0
5/29/23,5/29/23,Money Management,Other BaaS Products,,0,0,0,0,-3644.01,null
8/2/21,8/2/21,Money Management,Other BaaS Products,,0,0,0,0,-8163.75,null
6/17/24,6/21/24,Money Management,Other BaaS Products,,0,0,0,0,-5652.78,null
10/6/25,10/11/25,Money Management,Financial Accounts,,0,0,0,0,-6079.841208,0
6/5/23,6/6/23,Money Management,Other BaaS Products,,0,0,0,0,-7906.58,null
12/4/23,12/5/23,Money Management,Financial Accounts,,0,0,0,0,0,null
10/18/21,10/22/21,Money Management,Other BaaS Products,,0,0,0,0,-10084.04,null
1/13/25,1/18/25,Money Management,Other BaaS Products,,0,0,0,0,-4996.89,0
11/21/22,11/23/22,Money Management,Other BaaS Products,,0,0,0,0,-14662.7,null
7/21/25,7/27/25,Money Management,Financial Accounts,,0,0,0,0,-4820.84,0
2/19/24,2/21/24,Money Management,Financial Accounts,,0,0,0,0,-3388.21,null
6/30/25,7/1/25,Money Management,Mass Payouts,,0,0,0,0,1995.199709,0
9/29/25,9/30/25,Money Management,Mass Payouts,,0,0,0,0,2064.498554,53199.77983
8/16/21,8/20/21,Money Management,Other BaaS Products,,0,0,0,0,-9817.83,null
3/17/25,3/23/25,Money Management,Other BaaS Products,,0,0,0,0,-2664.54,0
7/1/24,7/6/24,Money Management,Financial Accounts,,0,0,0,0,-1305654.98,null
6/16/25,6/16/25,Money Management,Other BaaS Products,,0,0,0,0,-2539.16,0
5/19/25,5/20/25,Money Management,Other BaaS Products,,0,0,0,0,-5292.34,0
5/2/22,5/2/22,Money Management,Other BaaS Products,,0,0,0,0,-12116.92,null
11/10/25,11/11/25,Money Management,Financial Accounts,,0,0,0,0,-7134.482065,0
10/13/25,10/16/25,Money Management,Mass Payouts,,0,0,0,0,1724.020095,0
8/1/22,8/1/22,Money Management,Other BaaS Products,,0,0,0,0,-5681.79,null
7/14/25,7/15/25,Money Management,Other BaaS Products,,0,0,0,0,-4047.13,0
12/30/24,12/30/24,Money Management,Other BaaS Products,,0,0,0,0,-6801.74,null
7/22/24,7/26/24,Money Management,Mass Payouts,,0,0,0,0,80,null
1/13/25,1/13/25,Money Management,Other BaaS Products,,0,0,0,0,-4276.4,0
7/22/24,7/25/24,Money Management,Other BaaS Products,,0,0,0,0,-7153.1,null
6/26/23,7/2/23,Money Management,Other BaaS Products,,0,0,0,0,-11437.58,null
7/1/24,7/7/24,Money Management,Other BaaS Products,,0,0,0,0,-3683.48,null
7/14/25,7/17/25,Money Management,Other BaaS Products,,0,0,0,0,-6772.27,0
2/16/26,2/18/26,Money Management,Faster Payouts,,0,0,0,0,42345.93559,0
8/1/22,8/7/22,Money Management,Other BaaS Products,,0,0,0,0,-7126.72,null
9/22/25,9/26/25,Money Management,Faster Payouts,,0,0,0,0,95005.45914,0
1/12/26,1/13/26,Money Management,Other BaaS Products,,0,0,0,0,-3933.56,0
11/24/25,11/28/25,Money Management,Other BaaS Products,,0,0,0,0,-2150.38,0
9/15/25,9/17/25,Money Management,Other BaaS Products,,0,0,0,0,-3689.81,0
8/9/21,8/13/21,Money Management,Other BaaS Products,,0,0,0,0,-10243.83,null
8/24/26,8/30/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/21/25,7/26/25,Money Management,Bridge,,0,0,0,0,0,0
12/8/25,12/9/25,Money Management,Bridge,,0,0,0,0,0,0
9/14/26,9/16/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/3/26,8/7/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/12/26,1/13/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
2/23/26,2/25/26,Money Management,Bridge,,0,0,0,0,0,0
11/2/26,11/4/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/5/26,10/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/26/26,11/1/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/23/26,11/28/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/9/26,3/13/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
12/14/26,12/18/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/27/26,4/30/26,Money Management,Mass Payouts,,0,0,0,0,null,157449.3
9/7/26,9/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/26/26,10/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/30/24,1/2/25,Money Management,Faster Payouts,,0,0,0,0,0,0
10/12/26,10/17/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/15/26,6/19/26,Money Management,Bridge,,0,0,0,0,null,0
6/9/25,6/14/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/9/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/6/26,7/9/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/28/26,9/29/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/14/25,7/20/25,Money Management,Bridge,,0,0,0,0,0,0
3/10/25,3/13/25,Money Management,Bridge,,0,0,0,0,0,0
7/20/26,7/25/26,Money Management,Bridge,,0,0,0,0,null,0
9/29/25,9/29/25,Money Management,Bridge,,0,0,0,0,0,0
10/26/26,10/30/26,Money Management,Bridge,,0,0,0,0,null,0
12/28/26,12/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
1/19/26,1/23/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
11/2/26,11/6/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/24/26,8/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/20/26,7/24/26,Money Management,Bridge,,0,0,0,0,null,0
8/24/26,8/28/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/5/21,7/5/21,Money Management,Other BaaS Products,,0,0,0,0,48709.7,null
12/20/21,12/20/21,Money Management,Other BaaS Products,,0,0,0,0,-5135.61,null
7/12/21,7/16/21,Money Management,Other BaaS Products,,0,0,0,0,-11885.97,null
3/4/24,3/4/24,Money Management,Financial Accounts,,0,0,0,0,0.03,null
7/29/24,7/31/24,Money Management,Other BaaS Products,,0,0,0,0,274739.77,null
3/31/25,4/1/25,Money Management,Faster Payouts,,0,0,0,0,147705.6426,0
9/1/25,9/1/25,Money Management,Mass Payouts,,0,0,0,0,1302.577898,0
7/21/25,7/22/25,Money Management,Financial Accounts,,0,0,0,0,-12811.18,0
2/5/24,2/11/24,Money Management,Other BaaS Products,,0,0,0,0,-4139.3,null
5/5/25,5/10/25,Money Management,Financial Accounts,,0,0,0,0,-4285.57,0
11/11/24,11/15/24,Money Management,Financial Accounts,,0,0,0,0,56540.12,null
5/15/23,5/15/23,Money Management,Other BaaS Products,,0,0,0,0,-4343.44,null
6/2/25,6/8/25,Money Management,Financial Accounts,,0,0,0,0,-5819.93,0
9/26/22,9/26/22,Money Management,Other BaaS Products,,0,0,0,0,-5437.51,null
8/11/25,8/16/25,Money Management,Financial Accounts,,0,0,0,0,-5057.895734,0
6/19/23,6/21/23,Money Management,Other BaaS Products,,0,0,0,0,-8014.1,null
8/11/25,8/12/25,Money Management,Faster Payouts,,0,0,0,0,20822.9086,0
2/2/26,2/4/26,Money Management,Faster Payouts,,0,0,0,0,49534.61805,0
4/28/25,4/30/25,Money Management,Financial Accounts,,0,0,0,0,2565178.93,409527.9646
4/25/22,4/30/22,Money Management,Other BaaS Products,,0,0,0,0,576326.5798,null
3/10/25,3/12/25,Money Management,Mass Payouts,,0,0,0,0,512.4103999,0
3/7/22,3/10/22,Money Management,Financial Accounts,,0,0,0,0,-180542.96,null
6/23/25,6/29/25,Money Management,Other BaaS Products,,0,0,0,0,-2047.76,0
2/9/26,2/15/26,Money Management,Financial Accounts,,0,0,0,0,-5843.311985,0
4/7/25,4/9/25,Money Management,Financial Accounts,,0,0,0,0,-4000.833584,0
2/26/24,3/1/24,Money Management,Other BaaS Products,,0,0,0,0,-10458.94,null
2/24/25,2/27/25,Money Management,Other BaaS Products,,0,0,0,0,-5885.67,0
2/7/22,2/10/22,Money Management,Other BaaS Products,,0,0,0,0,-13870.25,null
1/6/25,1/10/25,Money Management,Financial Accounts,,0,0,0,0,-1306618.46,0
9/15/25,9/19/25,Money Management,Financial Accounts,,0,0,0,0,-4905.142326,0
5/26/25,5/26/25,Money Management,Financial Accounts,,0,0,0,0,-4353.6,0
11/25/24,11/30/24,Money Management,Other BaaS Products,,0,0,0,0,229762.58,null
6/24/24,6/27/24,Money Management,Mass Payouts,,0,0,0,0,17.5,null
1/27/25,2/1/25,Money Management,Financial Accounts,,0,0,0,0,120493,0
1/26/26,1/28/26,Money Management,Financial Accounts,,0,0,0,0,236519.4559,0
1/24/22,1/26/22,Money Management,Other BaaS Products,,0,0,0,0,-9885.88,null
12/15/25,12/16/25,Money Management,Faster Payouts,,0,0,0,0,36156.27707,0
8/25/25,8/30/25,Money Management,Faster Payouts,,0,0,0,0,18484.23179,0
10/27/25,11/1/25,Money Management,Other BaaS Products,,0,0,0,0,-13573.03,0
3/2/26,3/7/26,Money Management,Financial Accounts,,0,0,0,0,-5768.59624,0
11/4/24,11/7/24,Money Management,Other BaaS Products,,0,0,0,0,-5407.71,null
5/20/24,5/24/24,Money Management,Financial Accounts,,0,0,0,0,0.25,null
2/23/26,2/26/26,Money Management,Faster Payouts,,0,0,0,0,68906.67176,0
4/28/25,5/2/25,Money Management,Faster Payouts,,0,0,0,0,28157.51515,0
12/8/25,12/14/25,Money Management,Other BaaS Products,,0,0,0,0,-1844.23,0
11/8/21,11/13/21,Money Management,Other BaaS Products,,0,0,0,0,-25374.95,null
8/25/25,8/26/25,Money Management,Mass Payouts,,0,0,0,0,2667.927064,0
8/8/22,8/10/22,Money Management,Other BaaS Products,,0,0,0,0,-10427.75,null
11/10/25,11/16/25,Money Management,Other BaaS Products,,0,0,0,0,-2467.88,0
7/22/24,7/26/24,Money Management,Faster Payouts,,0,0,0,0,181.8509352,null
4/21/25,4/21/25,Money Management,Faster Payouts,,0,0,0,0,11366.78222,0
2/7/22,2/12/22,Money Management,Other BaaS Products,,0,0,0,0,-11997.68,null
7/25/22,7/26/22,Money Management,Other BaaS Products,,0,0,0,0,-8886.89,null
8/24/20,8/25/20,Money Management,Other BaaS Products,,0,0,0,0,0,null
9/25/23,10/1/23,Money Management,Faster Payouts,,0,0,0,0,14458.03,null
6/1/26,6/2/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/9/26,11/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/26/26,10/31/26,Money Management,Bridge,,0,0,0,0,null,9060000
6/22/26,6/23/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/24/25,3/2/25,Money Management,Bridge,,0,0,0,0,0,0
1/19/26,1/19/26,Money Management,Bridge,,0,0,0,0,0,0
5/4/26,5/10/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/22/26,6/23/26,Money Management,Bridge,,0,0,0,0,null,0
4/13/26,4/17/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/6/26,7/6/26,Money Management,Bridge,,0,0,0,0,null,0
5/19/25,5/22/25,Money Management,Bridge,,0,0,0,0,0,0
6/1/26,6/5/26,Money Management,Bridge,,0,0,0,0,null,0
5/25/26,5/25/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/13/26,4/18/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/5/25,5/11/25,Money Management,Bridge,,0,0,0,0,0,0
4/21/25,4/23/25,Money Management,Mass Payouts,,0,0,0,0,0,0
8/24/26,8/24/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/27/26,7/30/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/9/25,6/12/25,Money Management,Bridge,,0,0,0,0,0,0
5/25/26,5/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/21/26,12/24/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/8/26,6/9/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
11/30/26,11/30/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/26/25,6/1/25,Money Management,Bridge,,0,0,0,0,0,0
6/1/26,6/5/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/24/25,3/2/25,Money Management,Mass Payouts,,0,0,0,0,0,0
4/6/26,4/11/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/31/26,9/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/14/26,9/17/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/4/26,5/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/7/26,9/7/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/22/26,6/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/26/26,10/27/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/29/26,7/2/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/16/21,8/17/21,Money Management,Other BaaS Products,,0,0,0,0,-9272.99,null
10/2/23,10/7/23,Money Management,Other BaaS Products,,0,0,0,0,-5783.39,null
